Participant (AnonID),QKset,QKRset,Mating,Baseline Dataset,Repeat order for Participant,Qamt,Kamt,SD,Factor Pair,Factor Pair Role,Outcome,Conclusion,Excl Basis,Difficulty,Skill Level,WritingType,QVariation,KVariation,Comparable,NeedOriginals,Comment,Limitation Count,L1_QClarity,L2_KClarity,L3_QQuantity,L4_KQuantity,L5_Insuff,L6_NotComp,L7_Unexp,L8_Distortion,IF-A_Abbrev,IF-B_Align,IF-C_Arrange,IF-D_BaselineRel,IF-E_ConnStrokes,IF-F_HeightRel,IF-G_TermStrokes,IF-H_Formation,IF-I_PenLifts,IF-J_PenPres,IF-L_Punc,IF-K_Rhythm,IF-M_Size,IF-N_Skill,IF-O_Slant,IF-P_Spacing,IF-Q_Symbol
AH50DD,QK867,QK867,M,Yes,0, QL, K1, D,,,NC,NoConc,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,,,2,No,No,No,No,No,Yes,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH50DD,QK873,QK873,M,Yes,0, QS, K5, D,QK873-QK874,QS-Kx-D,CA,ProbWritten,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AH50DD,QK885,QK885,N,Yes,0, QL, K1, D,,,NC,NoConc,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,,,4,Yes,No,No,No,No,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH50DD,QK891,QK891,M,Yes,0, QL, K5, S,,,TP,Written,,Easy,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AH50DD,QK901,QK901,M,Yes,0, QS, K3, S,QK900-QK901,QS-K3-x,TP,Written,,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AH50DD,QK908,QK908,M,Yes,0, QL, K5, D,,,CA,ProbWritten,,Med,MedSkill,DisconnPrint,MedVar,MedVar,CommonCombo,No,,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AH50DD,QK920,QK920,M,Yes,0, QL, K5, S,,,TP,Written,,Easy,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AH50DD,QK929,QK929,N,Yes,0, QL, K5, S,QK537-QK929,QL-Kx-S,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LargeVar,LargeVar,SameText,No,,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
AH52B8,QK325,QK325-QK648,M,Yes,0, QL, K1, S,,,TP,Written,,Easy,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK332,QK332,N,Yes,0, QL, K3, D,,,TN,NotWritten,Mix,Med,HighSkill,ConnectedCursive,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK338,QK338,N,Yes,0, QS, K1, D,QK338-QK344,QS-Kx-D,NC,NoConc,,Med,LowSkill,Mixed,MedVar,MedVar,CommonWords,,,4,Yes,Yes,Yes,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK340,QK340-QK662,N,Yes,0, QL, K3, S,,,CN,ProbNot,Details,Med,MedSkill,Mixed,MedVar,MedVar,CommonWords,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK347,QK347,N,Yes,0, QS, K5, D,QK334-QK347,QS-Kx-D,NC,NoConc,,Med,LowSkill,Mixed,MedVar,MedVar,CommonWords,,,3,Yes,Yes,Yes,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK360,QK360,M,Yes,0, QS, K3, D,QK359-QK360,Qx-K3-D,CA,ProbWritten,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK373,QK373,N,Yes,0, QS, K5, S,QK373-QK465,QS-Kx-S,NC,NoConc,,Med,MedSkill,Mixed,LimitedVar,LimitedVar,SameText,,,2,No,No,Yes,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK380,QK380,M,Yes,0, QS, K3, S,QK379-QK380,Qx-K3-S,CA,ProbWritten,,Med,LowSkill,ConnectedCursive,MedVar,MedVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK389,QK389,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Med,MedSkill,Mixed,MedVar,MedVar,CommonWords,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK397,QK397,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK398,QK398,M,Yes,0, QL, K3, D,,,TP,Written,,Easy,MedSkill,Mixed,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK634,QK408-QK634,N,Yes,1, QL, K3, S,QK409-QK634,Qx-K3-S,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK417,QK417,M,Yes,0, QL, K3, S,,,TP,Written,,Easy,HighSkill,Mixed,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK435,QK435,N,Yes,0, QL, K3, D,,,NC,NoConc,,Med,HighSkill,Mixed,MedVar,MedVar,CommonWords,,,2,No,No,Yes,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK437,QK437,M,Yes,0, QL, K1, S,,,TP,Written,,Easy,MedSkill,Mixed,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK727,QK442-QK727,M,Yes,0, QL, K3, S,QK531-QK727,Qx-K3-S,TP,Written,,Med,HighSkill,Mixed,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK450,QK450,M,Yes,0, QA, K1, D,,,NC,NoConc,,Easy,HighSkill,Mixed,MedVar,MedVar,CommonCombo,,,1,No,No,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK744,QK472-QK744,N,Yes,0, QL, K1, S,,,NC,NoConc,,Med,HighSkill,ConnectedCursive,MedVar,MedVar,SameText,,,3,Yes,Yes,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK793,QK475-QK793,N,Yes,0, QL, K1, S,QK776-QK793,QL-Kx-S,NC,NoConc,,Med,MedSkill,Mixed,MedVar,MedVar,SameText,,,3,Yes,Yes,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK478,QK478-QK841,M,Yes,0, QL, K1, S,,,TP,Written,,Easy,HighSkill,ConnectedCursive,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK509,QK509,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,Easy,HighSkill,ConnectedCursive,MedVar,MedVar,CommonWords,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK513,QK513,M,Yes,0, QL, K3, S,,,TP,Written,,Easy,HighSkill,Mixed,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK528,QK528,M,Yes,0, QS, K5, S,QK460-QK528,QS-Kx-S,CA,ProbWritten,,Med,LowSkill,DisconnPrint,MedVar,MedVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK529,QK529,N,Yes,0, QL, K5, D,,,NC,NoConc,,Med,MedSkill,Mixed,MedVar,MedVar,CommonWords,,,3,Yes,Yes,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK868,QK559-QK868,M,Yes,0, QL, K1, S,,,TP,Written,,Easy,HighSkill,Mixed,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK914,QK571-QK914,N,Yes,0, QL, K1, S,,,CN,ProbNot,Mix,Med,HighSkill,ConnectedCursive,LargeVar,LargeVar,SameText,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK590,QK590,M,Yes,0, QL, K5, D,,,CA,ProbWritten,,Med,LowSkill,Mixed,LargeVar,LargeVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH52B8,QK595,QK595,N,Yes,0, QL, K5, D,,,CN,ProbNot,Mix,Med,LowSkill,Mixed,LargeVar,LargeVar,CommonWords,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK618,QK618,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Med,HighSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,Yes,,2,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK627,QK627,N,Yes,0, QL, K1, S,,,NC,NoConc,,Med,HighSkill,ConnectedCursive,MedVar,MedVar,SameText,,,1,No,No,No,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK639,QK639,N,Yes,0, QL, K1, S,,,NC,NoConc,,Easy,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,1,No,No,No,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK932,QK640-QK932,M,Yes,0, QL, K3, S,QK640-QK932,QL-K3-x,CA,ProbWritten,,Med,HighSkill,Mixed,MedVar,MedVar,SameText,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK645,QK645,M,Yes,0, QL, K3, D,QK402-QK645,Qx-K3-D,TP,Written,,Med,HighSkill,DisconnPrint,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK658,QK658,M,Yes,0, QS, K1, D,QK658-QK904,QS-Kx-D,NC,NoConc,,Med,MedSkill,ConnectedCursive,LargeVar,LargeVar,CommonCombo,,,4,Yes,Yes,No,Yes,No,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK706,QK706,M,Yes,0, QL, K5, D,QK706-QK708,QL-Kx-D,CA,ProbWritten,,Easy,HighSkill,Mixed,MedVar,MedVar,CommonWords,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK720,QK720,M,Yes,0, QL, K5, S,QK354-QK720,QL-Kx-S,TP,Written,,Med,LowSkill,Mixed,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK730,QK730,N,Yes,0, QL, K5, D,QK730-QK851,QL-Kx-D,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LargeVar,MedVar,CommonWords,No,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK734,QK734,N,Yes,0, QL, K3, S,,,NC,NoConc,,Med,MedSkill,DisconnPrint,MedVar,MedVar,SameText,,,3,Yes,Yes,No,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK737,QK737,M,Yes,0, QL, K5, S,,,CA,ProbWritten,,Med,LowSkill,ConnectedPrint,LargeVar,LargeVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH52B8,QK740,QK740,M,Yes,0, QL, K1, S,QK739-QK740,QL-Kx-S,CA,ProbWritten,,Easy,LowSkill,Mixed,MedVar,MedVar,SameText,Yes,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK742,QK742,M,Yes,0, QS, K3, D,QK705-QK742,QS-K3-x,IN,ProbNot,Mix,Med,HighSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK757,QK757,N,Yes,0, QS, K3, S,QK757-QK781,QS-K3-x,NC,NoConc,,Med,LowSkill,DisconnPrint,LimitedVar,MedVar,SameText,,,2,No,No,Yes,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK766,QK766,M,Yes,0, QL, K3, S,,,TP,Written,,Easy,MedSkill,ConnectedCursive,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK777,QK777,M,Yes,0, QL, K3, D,,,TP,Written,,Easy,HighSkill,ConnectedCursive,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK791,QK791,N,Yes,0, QS, K3, D,QK665-QK791,Qx-K3-D,NC,NoConc,,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,CommonWords,,,4,Yes,Yes,Yes,No,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK794,QK794,N,Yes,0, QL, K3, D,,,CN,ProbNot,Mix,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,CommonWords,No,,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK807,QK807,M,Yes,0, QS, K1, S,QK806-QK807,QS-Kx-S,TP,Written,,VEasy,MedSkill,Mixed,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK815,QK815,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK838,QK838,N,Yes,0, QA, K1, D,,,NC,NoConc,,Easy,HighSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,,,2,No,No,Yes,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK844,QK844,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Med,LowSkill,DisconnPrint,LargeVar,LargeVar,SameText,Yes,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK862,QK862,N,Yes,0, QL, K1, D,QK748-QK862,QL-Kx-D,CN,ProbNot,Holistic,Med,MedSkill,DisconnPrint,LimitedVar,LimitedVar,CommonWords,No,,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK863,QK863,M,Yes,0, QL, K1, D,,,NC,NoConc,,Med,HighSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,,,3,No,No,Yes,Yes,Yes,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH52B8,QK867,QK867,M,Yes,0, QL, K1, D,,,CA,ProbWritten,,Med,HighSkill,Mixed,MedVar,MedVar,CommonWords,Yes,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK873,QK873,M,Yes,0, QS, K5, D,QK873-QK874,QS-Kx-D,CA,ProbWritten,,Med,MedSkill,ConnectedCursive,MedVar,MedVar,CommonWords,Yes,,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK901,QK901,M,Yes,0, QS, K3, S,QK900-QK901,QS-K3-x,TP,Written,,Easy,LowSkill,DisconnPrint,LargeVar,LargeVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK920,QK920,M,Yes,0, QL, K5, S,,,TP,Written,,Easy,LowSkill,Mixed,MedVar,MedVar,SameText,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH52B8,QK929,QK929,N,Yes,0, QL, K5, S,QK537-QK929,QL-Kx-S,NC,NoConc,,Med,LowSkill,DisconnPrint,LargeVar,LargeVar,SameText,,,2,Yes,Yes,No,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AH57C7,QK648,QK325-QK648,M,Yes,0, QL, K1, S,,,TP,Written,,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK331,QK331,M,Yes,0, QL, K3, D,,,CA,ProbWritten,,Diff,MedSkill,Mixed,LargeVar,LargeVar,SameText,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AH57C7,QK338,QK338,N,Yes,0, QS, K1, D,QK338-QK344,QS-Kx-D,CN,ProbNot,Details,Easy,LowSkill,ConnectedPrint,MedVar,MedVar,CommonCombo,No,,4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH57C7,QK662,QK340-QK662,N,Yes,0, QL, K3, S,,,CN,ProbNot,Mix,Easy,MedSkill,DisconnPrint,MedVar,MedVar,SameText,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
AH57C7,QK380,QK380,M,Yes,0, QS, K3, S,QK379-QK380,Qx-K3-S,TP,Written,,Easy,MedSkill,ConnectedCursive,LargeVar,LargeVar,SameText,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
AH57C7,QK395,QK395,N,Yes,0, QL, K3, D,,,CN,ProbNot,Details,Med,MedSkill,DisconnPrint,MedVar,MedVar,CommonWords,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK398,QK398,M,Yes,0, QL, K3, D,,,TP,Written,,Easy,MedSkill,Mixed,MedVar,MedVar,CommonWords,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK634,QK408-QK634,N,Yes,0, QL, K3, S,QK409-QK634,Qx-K3-S,CN,ProbNot,Mix,VEasy,MedSkill,DisconnPrint,MedVar,MedVar,SameText,No,,2,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
AH57C7,QK429,QK429,N,Yes,0, QL, K5, D,,,IA,ProbWritten,,Med,HighSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK439,QK439,M,Yes,0, QL, K5, D,,,TP,Written,,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,CommonWords,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
AH57C7,QK442,QK442-QK727,M,Yes,0, QL, K3, S,QK442-QK727,Qx-K3-S,TP,Written,,VEasy,HighSkill,Mixed,LimitedVar,LimitedVar,SameText,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK462,QK462,N,Yes,0, QL, K5, D,,,CN,ProbNot,Mix,Easy,MedSkill,ConnectedPrint,MedVar,LargeVar,CommonWords,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH57C7,QK464,QK464,N,Yes,0, QL, K1, D,,,CN,ProbNot,Mix,VDiff,HighSkill,ConnectedPrint,MedVar,LargeVar,CommonWords,No,,4,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK472,QK472-QK744,N,Yes,0, QL, K1, S,,,FP,Written,,Easy,MedSkill,ConnectedCursive,MedVar,MedVar,SameText,,,3,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK475,QK475-QK793,N,Yes,0, QL, K1, S,QK475-QK793,QL-Kx-S,CN,ProbNot,Mix,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
AH57C7,QK841,QK478-QK841,M,Yes,0, QL, K1, S,,,TP,Written,,VEasy,HighSkill,ConnectedCursive,MedVar,MedVar,SameText,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK496,QK496,M,Yes,0, QL, K5, D,,,TP,Written,,VEasy,LowSkill,DisconnPrint,LargeVar,LargeVar,CommonWords,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH57C7,QK499,QK499,N,Yes,0, QS, K3, D,QK499-QK765,QS-K3-x,CN,ProbNot,Mix,Diff,LowSkill,Mixed,MedVar,LargeVar,CommonCombo,Yes,,3,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
AH57C7,QK500,QK500,N,Yes,0, QL, K5, D,,,CN,ProbNot,Mix,Diff,MedSkill,ConnectedCursive,LargeVar,LargeVar,CommonWords,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
AH57C7,QK501,QK501,N,Yes,0, QL, K5, S,,,CN,ProbNot,Mix,Easy,MedSkill,ConnectedPrint,MedVar,MedVar,SameText,No,,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
AH57C7,QK505,QK505,M,Yes,0, QL, K1, D,,,TP,Written,,VEasy,MedSkill,ConnectedCursive,MedVar,LimitedVar,CommonWords,,,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
AH57C7,QK513,QK513,M,Yes,0, QL, K3, S,,,TP,Written,,VEasy,MedSkill,DisconnPrint,LimitedVar,LimitedVar,SameText,,,1,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK522,QK522,N,Yes,0, QL, K1, D,,,CN,ProbNot,Details,Med,LowSkill,ConnectedCursive,MedVar,MedVar,CommonWords,No,,4,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK539,QK539,M,Yes,0, QL, K3, D,QK458-QK539,QL-K3-x,TP,Written,,VEasy,HighSkill,DisconnPrint,LimitedVar,LimitedVar,CommonCombo,,,3,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
AH57C7,QK554,QK554,M,Yes,0, QL, K1, D,QK554-QK584,QL-Kx-D,NC,NoConc,,Diff,HighSkill,ConnectedCursive,MedVar,MedVar,CommonCombo,, The difference in slant be tween the questioned and known writing made the comparison more difficult. Additional K samples would be needed for a more conclusive opinion.,5,Yes,Yes,No,Yes,No,Yes,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
