AnonID,QKRset,QKset,Mating,RepeatOrder (AnonID),1_Value,Conclusion,Outcome,Design,Mold,Size,Wear,NumRACs,7_RACs,Difficulty,9_Software,Photos,12_Typical,13_Orientation,14_Comment,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryLimit,KimageryLimit,KtransparenciesLimit,RACsLimit,RACclarityLimit,LimitCount
AF3128,QK260,QK260,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3128,QK266,QK266,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,UnsureMold,UnsureSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3128,QK267,QK267,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK268,QK268,Mated,0,1B_NoValue,NotSuitable,NoValue,NULL,NULL,NULL,NULL,0,NULL,NULL,9C_NoSW,PhotosUsed,12C_NotTypical,UNK_B,NULL,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3128,QK277,QK277,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,UnsureMold,NoSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,90CW,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3128,QK278,QK278,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,4,"0427,0311|0448,0324|0454,0464|0595,0289|",Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3128,QK279,QK279,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,2,"0323,0796|0231,0647|",Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3128,QK284,QK284,Nonmated,0,1B_NoValue,NotSuitable,NoValue,NULL,NULL,NULL,NULL,0,NULL,NULL,9C_NoSW,PhotosUsed,12A_Typical,UNK_B,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK289,QK289,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3128,QK295,QK295,Mated,0,1A_Value,LimitedAssn,M-LimitedAssn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,135CW,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK297,QK297,Nonmated,0,1B_NoValue,NotSuitable,NoValue,NULL,NULL,NULL,NULL,0,NULL,NULL,9C_NoSW,PhotosUsed,12B_Unusual,UNK_B,NULL,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK305,QK305,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK316,QK316,Nonmated,0,1A_Value,Inc,Inc,SameDesign,UnsureMold,UnsureSize,Wear unsure,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3128,QK317,QK317,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,UnsureMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,180CCW,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3217,QK003-QK242,QK003,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,2,"0490,0057|0440,0044|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3217,QK008,QK008,Mated,0,1A_Value,LimitedAssn,M-LimitedAssn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,5
AF3217,QK020,QK020,Nonmated,0,1A_Value,Assn,N-Assn,UnsureDesign,NULL,NULL,NULL,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,6
AF3217,QK023,QK023,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,3
AF3217,QK034,QK034,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,6,"0396,0342|0437,0291|0440,0360|0453,0454|0355,0419|0471,0270|",Easy,9C_NoSW,PhotosUsed,12C_NotTypical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3217,QK056,QK056,Nonmated,0,1A_Value,LimitedAssn,N-LimitedAssn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,5
AF3217,QK072-QK244,QK072,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,6,"0315,0391|0253,0296|0352,0098|0330,0247|0324,0298|0359,0251|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3217,QK077-QK157,QK157,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,3
AF3217,QK080,QK080,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,2
AF3217,QK105,QK105,Nonmated,0,1A_Value,Inc,Inc,SameDesign,SameMold,NoSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,"The void curve on the right heel appears to be narrower on the unknown impression. However due to possibility of movement of the unknown, difficult to determine if this is a difference.",QualityLimit,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,5
AF3217,QK108-QK227,QK108,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK111-QK271,QK271,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,16,"0375,0068|0390,0061|0361,0288|0381,0299|0400,0305|0400,0305|0492,0236|0386,0085|0304,0157|0465,0293|0468,0303|0468,0315|0535,0301|0554,0313|0580,0456|0501,0432|",Easy,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3217,QK112,QK112,Nonmated,0,1A_Value,NonAssn,N-NonAssn,UnsureDesign,NULL,NULL,NULL,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,6
AF3217,QK114,QK114,Mated,0,1A_Value,Assn,M-Assn,SameDesign,UnsureMold,YesSize,Wear different,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Areas of wear appear different however there is a possibility of the matrix not being sufficient on the unknown footwear impression.,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK140,QK140,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Walking impression had more of a close association than the hand rolled. Wear at the top of the toe of the footwear are similar.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransparenciesLimit,RACsLimit,RACclarityLimit,5
AF3217,QK145,QK145,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,2,"0413,1105|0409,1126|",Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK148,QK148,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,UnsureMold,YesSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK149,QK149,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaLimit,DistortionLimit,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3217,QK155,QK155,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,7,"0352,0336|0244,0420|0446,0070|0275,0319|0387,0479|0282,0511|0280,0518|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Couple RACs similar however the unknown impression did not have full elements visible in some areas.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,4
AF3217,QK161,QK161,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,3
AF3217,QK163,QK163,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,10,"0573,0406|0431,0577|0342,0796|0337,0934|0477,1051|0476,1077|0478,1104|0452,1089|0321,1145|0356,1122|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3217,QK166,QK166,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,UnsureMold,YesSize,Wear different,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK172,QK172,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,Wear (thinness and thickness of the elements) is consistent in both unknown and known.,QualityOK,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,3
AF3217,QK181,QK181,Nonmated,0,1A_Value,HighAssn,N-HighAssn,SameDesign,SameMold,YesSize,Wear same,2,"0537,0268|0382,0212|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,5
AF3217,QK184,QK184,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,4
AF3217,QK190,QK190,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Due to the wear characteristics the known footwear was eliminated because of the lack of excess wear in the unknown impression.,QualityOK,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3217,QK198,QK198,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Difficult,9C_NoSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransparenciesLimit,RACsLimit,RACclarityLimit,6
AF3217,QK211,QK211,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,UnsureMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK225,QK225,Mated,0,1A_Value,NonAssn,M-NonAssn,UnsureDesign,NULL,NULL,NULL,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3217,QK230,QK230,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear unsure,3,"0540,0361|0401,0369|0328,0925|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Similar size in the elements that are present.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,4
AF3217,QK232-QK235,QK235,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,UnsureMold,YesSize,Wear different,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryLimit,KimageryOK,KtransOK,RACsOK,RACclarityOK,4
AF3217,QK243,QK243,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,7,"0486,0051|0385,0253|0309,0194|0304,0242|0574,0203|0397,0551|0552,0818|",Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Matrix for the unknown seems to fill in the accidentals - would be beneficial to possibly know the matrix.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,2
AF3217,QK269-QK288,QK269,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,UnsureMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Substrate of the unknown appears to be textured which would make accidental characteristics difficult to see. Background interference and not a complete unknown footwear impression also factor in the conclusion.,QualityLimit,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,4
AF3217,QK270,QK270,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,9,"0385,0981|0396,0989|0340,1026|0484,0240|0510,0243|0304,0154|0326,0230|0278,0325|0267,0453|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3217,QK272,QK272,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,"Hand rolled impression appears to have a better outline with the unknown, however both transparencies used.",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,5
AF3217,QK299,QK299,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,2,"0272,0944|0344,0723|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,Wear was evident and created unique wear patterns.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3217,QK302,QK302,Mated,0,1A_Value,Excl,M-Excl,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,180CW,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3217,QK303,QK303,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear unsure,4,"0360,0067|0351,0070|0502,0074|0624,0414|",Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,5
AF3217,QK309,QK309,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Difficult,9B_ViewSW,PhotosUsed,12B_Unusual,180CCW,"Insufficient number of RACs - shape of the elements, possible wear or accidental however not enough to compare to each other.",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,4
AF3217,QK320,QK320,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,UnsureMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12B_Unusual,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3225,QK004,QK004,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,6,"0335,1077|0406,1047|0465,1015|0524,0995|0541,1114|0319,0205|",Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3225,QK006-QK250,QK250,Nonmated,1st,1A_Value,NonAssn,N-NonAssn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,RACs present in Known shoes & Questioned impressions that DO NOT correspond.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3225,QK006-QK250,QK006,Nonmated,2nd,1A_Value,HighAssn,N-HighAssn,SameDesign,SameMold,YesSize,Wear same,1,"0464,0883|",Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3225,QK015,QK015,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,"The questioned imp & known footwear correspond in class charact., however, I could not find any corresponding RACs. †",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF3225,QK016-QK201,QK201,Nonmated,1st,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,RACs in heel of known item of evidence to not appear to correspond to those present in the questioned impression; the heel of the questioned impression is not clear enough to exclude or include the known item of evidence.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3225,QK016-QK201,QK016,Nonmated,2nd,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3225,QK020,QK020,Nonmated,0,1A_Value,LimitedAssn,N-LimitedAssn,SameDesign,UnsureMold,UnsureSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,"There appears to be a size difference but due to the low quality of the Q impression, I did not give this too much weight. †",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3225,QK023,QK023,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,There is a size difference & there are RAC's present in both the Q and the K which do not correspond to one another.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK024-QK046,QK024,Mated,1st,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,5,"0258,0225|0606,0303|0597,0315|0251,0238|0454,0336|",Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK024-QK046,QK046,Mated,2nd,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,8,"0255,0227|0592,0314|0603,0303|0599,0223|0437,0314|0455,0332|0259,0320|0236,0330|",Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK025,QK025,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,There is more to the forefoot pattern in the known footwear than there is in the questioned imp. The forefoot contains an additional element just above the Converse logo in the arch. This also changes the size.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK028,QK028,Nonmated,0,1A_Value,Excl,N-Excl,UnsureDesign,NULL,NULL,NULL,0,NULL,Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,There is additional wear in the Known shoes than what is present in the Questioned impression. †The size appears to be slightly off as well.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF3225,QK029,QK029,Nonmated,0,1A_Value,NonAssn,N-NonAssn,UnsureDesign,NULL,NULL,NULL,0,NULL,Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,The Questioned impression has more wear than the Known Shoe ††and the size is slightly off. †I would like more info on when the Known shoes were collected.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK030,QK030,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Easy,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,"Known shoe & Questioned Impressions both have RAC's, none of which correspond to one another.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF3225,QK032,QK032,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,UnsureSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,"Size appeared slightly off, however because the Q impression was on a door, it's possible to have some size difference due to the force with which the impression was deposited.",QualityLimit,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF3225,QK033,QK033,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,PhotosUsed,12A_Typical,UNK_A,There is an agreement of class characteristics between the questioned impression & known footwear.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
