AnonID,Cset,Mating,Phase,Q01_Q1value,Q02_Q2value,Q03_Caliber,Q04_Twist,Q05_LGnum,Q06_LGwidth,Q07_Rifling,Q08_Conclusion,Q09_Difficulty,Q10_Ammo,Q11_CircumQ1,Q12_CircumQ2,Q13_AmtRiflingQ1,Q14_AmtRiflingQ2
BHJYD,QQ5176,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Easy,AmmoProb,No,No,66-100%,66-100%
BHJYD,QQ5180,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ5256,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,LeanID,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BHJYD,QQ5309,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,66-100%,66-100%
BHJYD,QQ5314,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BHJYD,QQ5382,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoDiff,No,No,66-100%,66-100%
BHJYD,QQ5390,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ5463,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ5463,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,Yes,No,66-100%,66-100%
BHJYD,QQ5477,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ5485,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BHJYD,QQ5485,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHJYD,QQ5555,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,No,No,66-100%,66-100%
BHJYD,QQ5601,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ5601,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BHJYD,QQ5620,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ5620,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BHJYD,QQ5680,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,66-100%,66-100%
BHJYD,QQ5778,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BHJYD,QQ5959,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BHJYD,QQ6056,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHJYD,QQ6138,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ6170,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BHJYD,QQ6170,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BHJYD,QQ6278,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoPrNo,No,No,66-100%,66-100%
BHJYD,QQ6289,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ6317,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BHJYD,QQ6605,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoDiff,No,No,66-100%,66-100%
BHJYD,QQ6627,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,Yes,No,66-100%,66-100%
BHJYD,QQ6658,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BHJYD,QQ6676,Mated,Primary (Baseline),Value,Value,Diff,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BHJYD,QQ6770,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoProb,No,No,33-66%,33-66%
BHJYD,QQ6813,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ6854,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoSame,No,No,66-100%,66-100%
BHJYD,QQ7267,Nonmated,Primary (Baseline),Value,Value,Same,Diff,Diff,Diff,Same,Excl,VEasy,AmmoSame,Yes,No,66-100%,66-100%
BHJYD,QQ7350,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BHJYD,QQ7388,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ7418,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoPrNo,No,No,66-100%,66-100%
BHJYD,QQ7470,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Diff,AmmoProb,No,Yes,66-100%,66-100%
BHJYD,QQ7794,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Diff,AmmoProb,No,No,66-100%,66-100%
BHJYD,QQ7874,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BHJYD,QQ7915,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoPrNo,No,Yes,66-100%,66-100%
BHJYD,QQ7930,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BHJYD,QQ8002,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BHJYD,QQ8234,Nonmated,Primary (Baseline),Value,NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BHJYD,QQ8457,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BHJYD,QQ8602,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ5077,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ5276,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ5276,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ5293,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ5410,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ5435,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ5435,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ5463,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ5485,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ5601,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ5620,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ5624,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,66-100%,66-100%
BHLTV,QQ5624,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,Yes,66-100%,66-100%
BHLTV,QQ5675,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BHLTV,QQ5840,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,66-100%,66-100%
BHLTV,QQ5851,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BHLTV,QQ5851,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ5988,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ6058,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ6170,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BHLTV,QQ6305,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ6379,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ6429,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ6570,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ6682,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoSame,No,No,33-66%,33-66%
BHLTV,QQ6687,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BHLTV,QQ6764,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ6944,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ6972,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BHLTV,QQ7097,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,33-66%
BHLTV,QQ7141,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ7200,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ7225,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BHLTV,QQ7225,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BHLTV,QQ7363,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ7499,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ7525,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ7622,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BHLTV,QQ7781,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BHLTV,QQ7938,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ7995,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Norm,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ8150,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ8182,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BHLTV,QQ8186,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanID,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BHLTV,QQ8343,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BHLTV,QQ8576,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ8745,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Same,Excl,Easy,AmmoSame,Yes,No,66-100%,66-100%
BHLTV,QQ8763,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BHLTV,QQ8781,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,Yes,33-66%,33-66%
BHLTV,QQ8805,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BJABX,QQ5005,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ5063,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoPrNo,No,No,33-66%,33-66%
BJABX,QQ5140,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ5236,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,33-66%,33-66%
BJABX,QQ5327,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,Yes,No,66-100%,33-66%
BJABX,QQ5702,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoDiff,No,No,66-100%,66-100%
BJABX,QQ5780,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BJABX,QQ5830,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoProb,No,Yes,33-66%,66-100%
BJABX,QQ5855,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BJABX,QQ6025,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoDiff,No,No,33-66%,33-66%
BJABX,QQ6059,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Norm,AmmoInc,Yes,No,66-100%,33-66%
BJABX,QQ6224,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ6285,Nonmated,Primary (Baseline),Value,Value,Diff,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BJABX,QQ6407,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BJABX,QQ6682,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoProb,No,No,66-100%,66-100%
BJABX,QQ6687,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BJABX,QQ6778,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ6944,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BJABX,QQ7097,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoInc,Yes,No,66-100%,66-100%
BJABX,QQ7128,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,Yes,33-66%,66-100%
BJABX,QQ7199,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BJABX,QQ7323,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BJABX,QQ7384,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,33-66%
BJABX,QQ7699,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ7731,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,33-66%,33-66%
BJABX,QQ8032,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,No,66-100%,33-66%
BJABX,QQ8055,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoInc,No,No,66-100%,66-100%
BJABX,QQ8175,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,Yes,No,66-100%,66-100%
BJABX,QQ8289,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoProb,No,Yes,66-100%,66-100%
BJABX,QQ8294,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ8305,Nonmated,Primary (Baseline),Value,Value,CantTell,CantTell,CantTell,Diff,Same,Excl,VEasy,AmmoInc,No,No,66-100%,01-33%
BJABX,QQ8321,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BJABX,QQ8399,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BJABX,QQ8670,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BJABX,QQ8781,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,66-100%,33-66%
BJQUE,QQ5003,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,LeanID,Norm,AmmoSame,No,No,66-100%,66-100%
BJQUE,QQ5050,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BJQUE,QQ5069,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Excl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ5105,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BJQUE,QQ5160,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Excl,Norm,AmmoDiff,No,No,66-100%,66-100%
BJQUE,QQ5221,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Easy,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ5324,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,ID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ5336,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BJQUE,QQ5345,Nonmated,Primary (Baseline),Value,Value,Diff,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BJQUE,QQ5517,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoInc,No,No,66-100%,66-100%
BJQUE,QQ5628,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BJQUE,QQ6379,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Diff,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BJQUE,QQ6496,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ6740,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BJQUE,QQ6961,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ6972,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanID,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BJQUE,QQ7141,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BJQUE,QQ7175,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BJQUE,QQ7282,Mated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BJQUE,QQ7285,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,ID,Norm,AmmoSame,No,No,66-100%,66-100%
BJQUE,QQ7597,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BJQUE,QQ7804,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BJQUE,QQ8058,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BJQUE,QQ8182,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BJQUE,QQ8441,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BJQUE,QQ8745,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Diff,Excl,Easy,AmmoSame,Yes,No,66-100%,66-100%
BJUCT,QQ5054,Nonmated,Primary (Baseline),NV,NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BJUCT,QQ5177,Mated,Primary (Baseline),NV,NV,CantTell,Same,CantTell,Same,CantTell,NoValue,na,na,na,na,na,na
BJUCT,QQ5239,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,CantTell,Insuff,Diff,AmmoDiff,No,No,01-33%,66-100%
BJUCT,QQ5243,Nonmated,Primary (Baseline),Value,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BJUCT,QQ5256,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BJUCT,QQ5309,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,No,No,66-100%,66-100%
BJUCT,QQ5314,Nonmated,Primary (Baseline),Value,NV,CantTell,Same,CantTell,Diff,Same,NoValue,na,na,na,na,na,na
BJUCT,QQ5390,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BJUCT,QQ5493,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,33-66%
BJUCT,QQ5493,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoProb,Yes,No,66-100%,01-33%
BJUCT,QQ5498,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Diff,Excl,Easy,AmmoDiff,Yes,No,66-100%,33-66%
BJUCT,QQ5652,Nonmated,Primary (Baseline),Value,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BJUCT,QQ5791,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoSame,Yes,Yes,66-100%,66-100%
