AnonID,Cset,Mating,Phase,K01_Q1value,K03_Caliber,K04_Twist,K05_LGnum,K06_LGwidth,K07_Rifling,K08_Conclusion,K09_Difficulty,K10_Comparability,K11_CircumQ1,K12_AmtRiflingQ1
BFCAE,KQ4803,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Easy,HiRepro,No,66-100%
BFCAE,KQ4876,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFCAE,KQ4915,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanExcl,Norm,HiRepro,No,66-100%
BFGNG,KQ1061,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BFGNG,KQ1296,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BFGNG,KQ1553,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BFGNG,KQ2294,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BFGNG,KQ2352,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,33-66%
BFGNG,KQ2616,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,66-100%
BFGNG,KQ2924,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BFGNG,KQ3575,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BFGNG,KQ3716,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BFGNG,KQ3873,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BFGNG,KQ4004,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BFGNG,KQ4228,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,Yes,33-66%
BFGNG,KQ4461,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFGNG,KQ4769,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,Insuff,Norm,HiRepro,No,33-66%
BFGNG,KQ4782,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BFHXU,KQ1032,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BFHXU,KQ1115,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,No,66-100%
BFHXU,KQ1148,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,No,66-100%
BFHXU,KQ1148,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Easy,HiRepro,Yes,66-100%
BFHXU,KQ1320,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BFHXU,KQ1325,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFHXU,KQ1360,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,HiRepro,No,66-100%
BFHXU,KQ1383,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BFHXU,KQ1504,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,33-66%
BFHXU,KQ1504,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,33-66%
BFHXU,KQ1595,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BFHXU,KQ1608,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BFHXU,KQ1927,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,HiRepro,No,33-66%
BFHXU,KQ1956,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BFHXU,KQ2046,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BFHXU,KQ2455,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,66-100%
BFHXU,KQ2480,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,33-66%
BFHXU,KQ2488,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,LowRepro,No,66-100%
BFHXU,KQ2517,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,No,66-100%
BFHXU,KQ2608,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BFHXU,KQ2645,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BFHXU,KQ2645,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BFHXU,KQ2709,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,66-100%
BFHXU,KQ2713,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BFHXU,KQ2877,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BFHXU,KQ2884,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,No,66-100%
BFHXU,KQ2923,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BFHXU,KQ2928,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,LeanExcl,Easy,HiRepro,Yes,66-100%
BFHXU,KQ2932,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,33-66%
BFHXU,KQ2971,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BFHXU,KQ2981,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BFHXU,KQ3015,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BFHXU,KQ3119,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,HiRepro,No,66-100%
BFHXU,KQ3272,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BFHXU,KQ3412,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BFHXU,KQ3535,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BFHXU,KQ3563,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BFHXU,KQ3730,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BFHXU,KQ3805,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BFHXU,KQ3805,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,ModRepro,No,66-100%
BFHXU,KQ3869,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BFHXU,KQ3869,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BFHXU,KQ3940,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,LeanID,VDiff,LowRepro,No,66-100%
BFHXU,KQ4111,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,66-100%
BFHXU,KQ4201,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BFHXU,KQ4371,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFHXU,KQ4404,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BFHXU,KQ4405,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BFHXU,KQ4455,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BFHXU,KQ4470,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BFHXU,KQ4490,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BFHXU,KQ4552,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BFHXU,KQ4667,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BFHXU,KQ4813,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BFHXU,KQ4856,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BFHXU,KQ4860,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BFHXU,KQ4876,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,Yes,66-100%
BFHXU,KQ4917,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,No,66-100%
BFMXA,KQ1032,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BFMXA,KQ1325,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BFMXA,KQ1346,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BFMXA,KQ2364,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BFMXA,KQ2517,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,LowRepro,No,33-66%
BFMXA,KQ3119,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Norm,ModRepro,No,33-66%
BFMXA,KQ3683,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,Yes,66-100%
BFMXA,KQ4391,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,LowRepro,Yes,66-100%
BFMXA,KQ4628,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BFMXA,KQ4917,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,VEasy,HiRepro,No,66-100%
BFNCX,KQ1043,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,66-100%
BFNCX,KQ1211,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,No,66-100%
BFNCX,KQ1360,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Diff,HiRepro,No,66-100%
BFNCX,KQ1386,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,LeanExcl,Norm,LowRepro,Yes,66-100%
BFNCX,KQ1608,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BFNCX,KQ1715,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BFNCX,KQ1761,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BFNCX,KQ1927,Nonmated,Primary (Baseline),NV,CantTell,CantTell,CantTell,Same,Same,NoValue,na,na,na,na
BFNCX,KQ1956,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BFNCX,KQ1983,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BFNCX,KQ2164,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BFNCX,KQ2313,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,LowRepro,No,33-66%
BFNCX,KQ2354,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Easy,ModRepro,Yes,66-100%
BFNCX,KQ2397,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BFNCX,KQ2426,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFNCX,KQ2488,Nonmated,Primary (Baseline),Value,CantTell,CantTell,CantTell,Diff,Same,Excl,Norm,ModRepro,No,33-66%
BFNCX,KQ2709,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BFNCX,KQ2739,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,ModRepro,Yes,66-100%
BFNCX,KQ2755,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BFNCX,KQ2759,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BFNCX,KQ2759,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,VDiff,ModRepro,Yes,66-100%
BFNCX,KQ2839,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,LowRepro,Yes,66-100%
BFNCX,KQ2839,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,No,33-66%
BFNCX,KQ2964,Mated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BFNCX,KQ2964,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,VDiff,LowRepro,No,33-66%
BFNCX,KQ2971,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,LowRepro,Yes,66-100%
BFNCX,KQ3147,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BFNCX,KQ3412,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BFNCX,KQ3430,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BFNCX,KQ3433,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,ModRepro,No,33-66%
BFNCX,KQ3446,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFNCX,KQ3446,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFNCX,KQ3470,Mated,Primary (Baseline),NV,Same,Same,Same,CantTell,Same,NoValue,na,na,na,na
BFNCX,KQ3631,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BFNCX,KQ3641,Mated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,CantTell,NoValue,na,na,na,na
BFNCX,KQ3653,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,ModRepro,No,33-66%
BFNCX,KQ3731,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanExcl,Diff,HiRepro,No,66-100%
BFNCX,KQ3775,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,LowRepro,Yes,66-100%
BFNCX,KQ4166,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BFNCX,KQ4243,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BFNCX,KQ4371,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFNCX,KQ4541,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BFNCX,KQ4625,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanExcl,Diff,ModRepro,No,33-66%
BFNCX,KQ4635,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BFNCX,KQ4803,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,HiRepro,No,33-66%
BFNCX,KQ4876,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BFNCX,KQ4896,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,LeanID,Norm,LowRepro,No,66-100%
BFNCX,KQ4896,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,No,66-100%
BFNCX,KQ4898,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BFNCX,KQ4915,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,No,66-100%
BGBNE,KQ1032,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BGBNE,KQ1092,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,No,33-66%
BGBNE,KQ1325,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BGBNE,KQ1401,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,CantTell,Same,Insuff,VDiff,HiRepro,No,01-33%
BGBNE,KQ1409,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,HiRepro,Yes,66-100%
BGBNE,KQ1560,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,LowRepro,No,66-100%
BGBNE,KQ1820,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,No,66-100%
BGBNE,KQ1876,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Easy,ModRepro,Yes,66-100%
BGBNE,KQ2037,Nonmated,Supplemental,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,01-33%
BGBNE,KQ2067,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,01-33%
BGBNE,KQ2138,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BGBNE,KQ2172,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanExcl,Norm,LowRepro,No,66-100%
BGBNE,KQ2174,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BGBNE,KQ2310,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BGBNE,KQ2517,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,LowRepro,No,33-66%
BGBNE,KQ2646,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,VEasy,HiRepro,Yes,66-100%
BGBNE,KQ2808,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BGBNE,KQ2954,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,HiRepro,No,33-66%
BGBNE,KQ3119,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,ModRepro,No,01-33%
BGBNE,KQ4073,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BGBNE,KQ4238,Nonmated,Supplemental,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Norm,HiRepro,No,01-33%
BGBNE,KQ4483,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanExcl,Norm,LowRepro,No,66-100%
BGBNE,KQ4519,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BGBNE,KQ4903,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Norm,LowRepro,No,33-66%
BGBNE,KQ4917,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,No,01-33%
BHJYD,KQ1114,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,LowRepro,Yes,66-100%
BHJYD,KQ1187,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BHJYD,KQ1211,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,HiRepro,Yes,66-100%
BHJYD,KQ1292,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHJYD,KQ1297,Mated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,ID,VEasy,HiRepro,No,66-100%
BHJYD,KQ1297,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Easy,HiRepro,No,66-100%
BHJYD,KQ1426,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,LowRepro,No,33-66%
BHJYD,KQ1428,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,VDiff,LowRepro,Yes,66-100%
BHJYD,KQ1445,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BHJYD,KQ1454,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
BHJYD,KQ1549,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BHJYD,KQ1592,Mated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,ID,Easy,HiRepro,No,66-100%
BHJYD,KQ1774,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,ID,Easy,ModRepro,Yes,66-100%
BHJYD,KQ1949,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,Yes,66-100%
BHJYD,KQ2111,Mated,Primary (2nd assignments),Value,Same,Same,Same,CantTell,Same,ID,Norm,ModRepro,Yes,66-100%
BHJYD,KQ2111,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,ID,Diff,LowRepro,Yes,66-100%
BHJYD,KQ2656,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BHJYD,KQ2663,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,VDiff,LowRepro,No,01-33%
BHJYD,KQ2762,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,Yes,66-100%
BHJYD,KQ2803,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,HiRepro,No,66-100%
BHJYD,KQ3149,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,ModRepro,Yes,66-100%
BHJYD,KQ3189,Mated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,ID,VEasy,HiRepro,No,66-100%
BHJYD,KQ3383,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHJYD,KQ3639,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BHJYD,KQ3641,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BHJYD,KQ3652,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,66-100%
BHJYD,KQ3652,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHJYD,KQ3706,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHJYD,KQ3792,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Excl,Diff,LowRepro,No,66-100%
BHJYD,KQ3833,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BHJYD,KQ3957,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,No,66-100%
BHJYD,KQ3975,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,HiRepro,No,66-100%
BHJYD,KQ4186,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHJYD,KQ4230,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,VDiff,ModRepro,No,66-100%
BHJYD,KQ4234,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BHJYD,KQ4243,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BHJYD,KQ4249,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BHJYD,KQ4252,Nonmated,Primary (2nd assignments),Value,CantTell,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,No,66-100%
BHJYD,KQ4252,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHJYD,KQ4264,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BHJYD,KQ4401,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Diff,ModRepro,No,33-66%
BHJYD,KQ4502,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
