exID,pairID,responseID,ground_truth,reported_difficulty,value_decision,response3,response5,ds
34,216,3024,N,3,A_OFVAL,1,1,1
34,225,3025,N,3,A_OFVAL,1,1,1
34,227,3026,N,1,A_OFVAL,1,1,1
34,236,3027,M,3,A_OFVAL,3,5,0
34,241,3028,N,1,A_OFVAL,1,1,1
34,246,3029,N,NA,C_NOVAL,NA,NA,1
34,248,3030,N,NA,C_NOVAL,NA,NA,1
34,252,3031,M,3,A_OFVAL,3,5,0
34,257,3032,N,2,A_OFVAL,1,1,1
34,258,3033,M,3,A_OFVAL,2,3,0
34,259,3034,N,1,A_OFVAL,1,1,1
34,262,3035,N,5,B_LIMVAL,2,3,1
34,265,3036,N,2,A_OFVAL,1,1,1
34,266,3037,N,1,A_OFVAL,1,1,1
34,268,3038,N,1,A_OFVAL,1,1,1
34,271,3039,N,2,A_OFVAL,1,1,1
34,275,3040,N,3,A_OFVAL,1,1,1
34,276,3041,M,5,A_OFVAL,2,4,0
34,277,3042,N,2,A_OFVAL,1,1,1
34,283,3043,N,NA,C_NOVAL,NA,NA,1
34,286,3044,M,3,A_OFVAL,3,5,0
34,290,3045,N,4,B_LIMVAL,1,1,1
34,291,3046,N,3,A_OFVAL,1,1,1
34,293,3047,N,1,A_OFVAL,1,1,1
34,294,3048,N,2,A_OFVAL,2,3,1
35,1,3049,N,1,A_OFVAL,1,1,1
35,9,3050,N,3,B_LIMVAL,1,1,1
35,13,3051,N,3,A_OFVAL,1,1,1
35,19,3052,M,3,A_OFVAL,3,5,0
35,20,3053,M,2,A_OFVAL,3,5,0
35,21,3054,N,3,A_OFVAL,1,1,1
35,24,3055,N,4,A_OFVAL,1,1,1
35,28,3056,M,2,A_OFVAL,3,5,0
35,29,3057,N,2,A_OFVAL,1,1,1
35,31,3058,N,3,A_OFVAL,1,1,1
35,32,3059,N,NA,C_NOVAL,NA,NA,1
35,33,3060,N,4,A_OFVAL,1,1,1
35,41,3061,N,2,A_OFVAL,1,1,1
35,44,3062,N,4,B_LIMVAL,2,3,1
35,48,3063,N,3,B_LIMVAL,2,3,1
35,49,3064,N,3,A_OFVAL,1,1,1
35,50,3065,N,3,A_OFVAL,1,1,1
35,51,3066,M,4,A_OFVAL,3,5,0
35,57,3067,M,1,A_OFVAL,3,5,0
35,63,3068,N,3,A_OFVAL,1,1,1
35,64,3069,N,NA,C_NOVAL,NA,NA,1
35,67,3070,M,4,A_OFVAL,2,3,0
35,69,3071,N,4,A_OFVAL,1,1,1
35,72,3072,N,3,A_OFVAL,2,3,1
35,73,3073,N,2,A_OFVAL,1,1,1
35,81,3074,N,3,A_OFVAL,1,1,1
35,84,3075,N,3,A_OFVAL,1,1,1
35,86,3076,N,3,A_OFVAL,1,1,1
35,88,3077,M,4,A_OFVAL,2,4,0
35,90,3078,N,3,A_OFVAL,2,3,1
35,95,3079,N,2,A_OFVAL,1,1,1
35,96,3080,N,4,B_LIMVAL,2,3,1
35,104,3081,N,3,B_LIMVAL,1,1,1
35,105,3082,N,3,A_OFVAL,1,1,1
35,107,3083,N,3,A_OFVAL,1,1,1
35,112,3084,N,4,A_OFVAL,2,2,1
35,114,3085,N,3,A_OFVAL,1,1,1
35,117,3086,N,3,A_OFVAL,2,3,1
35,119,3087,N,NA,C_NOVAL,NA,NA,1
35,120,3088,M,3,A_OFVAL,3,5,0
35,122,3089,N,3,A_OFVAL,1,1,1
35,123,3090,N,4,A_OFVAL,1,1,1
35,127,3091,N,5,A_OFVAL,2,2,1
35,129,3092,N,2,A_OFVAL,1,1,1
35,130,3093,N,3,A_OFVAL,1,1,1
35,131,3094,N,3,A_OFVAL,1,1,1
35,135,3095,M,2,A_OFVAL,3,5,0
35,137,3096,N,3,A_OFVAL,2,2,1
35,140,3097,N,4,A_OFVAL,1,1,1
35,142,3098,N,3,B_LIMVAL,2,3,1
35,149,3099,N,3,A_OFVAL,1,1,1
35,154,3100,N,2,A_OFVAL,1,1,1
35,155,3101,N,3,B_LIMVAL,2,2,1
35,156,3102,N,4,A_OFVAL,2,3,1
35,160,3103,N,3,B_LIMVAL,2,3,1
35,162,3104,N,3,A_OFVAL,1,1,1
35,167,3105,M,3,A_OFVAL,3,5,0
35,173,3106,N,3,A_OFVAL,1,1,1
35,175,3107,N,3,A_OFVAL,1,1,1
35,176,3108,N,NA,C_NOVAL,NA,NA,1
35,177,3109,N,4,A_OFVAL,1,1,1
35,182,3110,N,2,A_OFVAL,1,1,1
35,187,3111,M,4,B_LIMVAL,2,4,0
35,194,3112,N,NA,C_NOVAL,NA,NA,1
35,195,3113,N,3,A_OFVAL,1,1,1
35,201,3114,N,3,A_OFVAL,2,2,1
35,202,3115,N,NA,C_NOVAL,NA,NA,1
35,211,3116,N,2,A_OFVAL,1,1,1
35,212,3117,N,3,A_OFVAL,1,1,1
35,213,3118,M,3,A_OFVAL,3,5,0
35,215,3119,N,3,A_OFVAL,1,1,1
35,216,3120,N,4,A_OFVAL,2,3,1
35,217,3121,M,4,B_LIMVAL,2,3,0
35,221,3122,M,3,A_OFVAL,3,5,0
35,223,3123,N,3,A_OFVAL,1,1,1
35,224,3124,N,3,A_OFVAL,1,1,1
35,228,3125,N,NA,C_NOVAL,NA,NA,1
35,232,3126,M,NA,C_NOVAL,NA,NA,0
35,237,3127,M,4,A_OFVAL,3,5,0
35,240,3128,M,3,A_OFVAL,2,4,0
35,242,3129,M,3,A_OFVAL,3,5,0
35,246,3130,N,3,B_LIMVAL,2,2,1
35,249,3131,N,3,A_OFVAL,1,1,1
35,254,3132,N,5,B_LIMVAL,2,3,1
35,257,3133,N,3,A_OFVAL,1,1,1
35,269,3134,N,3,A_OFVAL,2,3,1
35,274,3135,M,3,A_OFVAL,2,3,0
35,279,3136,N,NA,C_NOVAL,NA,NA,1
35,280,3137,N,3,A_OFVAL,1,1,1
35,281,3138,N,3,B_LIMVAL,2,2,1
35,283,3139,N,4,B_LIMVAL,2,3,1
35,284,3140,N,2,A_OFVAL,1,1,1
35,287,3141,M,3,A_OFVAL,3,5,0
35,291,3142,N,4,A_OFVAL,2,2,1
35,293,3143,N,1,A_OFVAL,1,1,1
35,295,3144,N,2,A_OFVAL,1,1,1
35,297,3145,N,3,A_OFVAL,1,1,1
35,298,3146,N,3,A_OFVAL,1,1,1
36,1,3147,N,2,A_OFVAL,1,1,1
36,3,3148,N,2,A_OFVAL,1,1,1
36,5,3149,N,3,A_OFVAL,1,1,1
36,6,3150,M,NA,C_NOVAL,NA,NA,0
36,10,3151,N,1,A_OFVAL,1,1,1
36,13,3152,N,2,A_OFVAL,1,1,1
36,14,3153,N,3,B_LIMVAL,2,2,1
36,17,3154,M,2,A_OFVAL,3,5,0
36,18,3155,N,3,A_OFVAL,1,1,1
36,23,3156,M,3,B_LIMVAL,2,3,0
36,24,3157,N,4,B_LIMVAL,2,2,1
36,31,3158,N,2,A_OFVAL,1,1,1
36,36,3159,N,3,A_OFVAL,2,2,1
36,39,3160,N,NA,C_NOVAL,NA,NA,1
36,40,3161,M,4,A_OFVAL,2,4,0
36,44,3162,N,3,B_LIMVAL,2,4,1
36,45,3163,M,2,A_OFVAL,3,5,0
36,48,3164,N,4,B_LIMVAL,2,3,1
36,50,3165,N,2,A_OFVAL,1,1,1
36,63,3166,N,2,A_OFVAL,1,1,1
36,64,3167,N,4,B_LIMVAL,2,2,1
36,66,3168,M,4,B_LIMVAL,2,2,0
36,68,3169,N,3,A_OFVAL,2,2,1
36,69,3170,N,3,A_OFVAL,1,1,1
36,71,3171,N,4,B_LIMVAL,2,2,1
36,75,3172,N,2,B_LIMVAL,1,1,1
36,81,3173,N,3,A_OFVAL,1,1,1
36,87,3174,M,3,A_OFVAL,3,5,0
36,90,3175,N,3,A_OFVAL,2,2,1
36,95,3176,N,1,A_OFVAL,1,1,1
36,99,3177,N,3,B_LIMVAL,2,3,1
36,101,3178,M,NA,C_NOVAL,NA,NA,0
36,104,3179,N,2,B_LIMVAL,1,1,1
36,105,3180,N,2,A_OFVAL,1,1,1
36,106,3181,N,3,A_OFVAL,1,1,1
36,107,3182,N,2,A_OFVAL,1,1,1
36,111,3183,N,1,A_OFVAL,1,1,1
36,112,3184,N,3,A_OFVAL,2,3,1
36,115,3185,N,3,A_OFVAL,2,2,1
36,117,3186,N,3,B_LIMVAL,2,3,1
36,122,3187,N,3,A_OFVAL,2,2,1
36,123,3188,N,3,A_OFVAL,1,1,1
36,128,3189,N,3,A_OFVAL,1,1,1
36,129,3190,N,3,A_OFVAL,1,1,1
36,130,3191,N,3,A_OFVAL,1,1,1
36,137,3192,N,4,A_OFVAL,1,1,1
36,140,3193,N,3,A_OFVAL,1,1,1
36,148,3194,N,3,A_OFVAL,1,1,1
36,152,3195,M,3,A_OFVAL,2,3,0
36,154,3196,N,2,A_OFVAL,1,1,1
36,155,3197,N,4,B_LIMVAL,1,1,1
36,156,3198,N,2,A_OFVAL,1,1,1
36,158,3199,N,3,B_LIMVAL,2,3,1
36,159,3200,N,2,A_OFVAL,1,1,1
36,160,3201,N,3,A_OFVAL,2,2,1
36,168,3202,M,NA,C_NOVAL,NA,NA,0
36,169,3203,N,3,A_OFVAL,1,1,1
36,172,3204,N,1,A_OFVAL,1,1,1
36,175,3205,N,1,A_OFVAL,1,1,1
36,178,3206,N,2,A_OFVAL,1,1,1
36,182,3207,N,3,A_OFVAL,1,1,1
36,185,3208,M,2,A_OFVAL,3,5,0
36,190,3209,N,3,A_OFVAL,1,1,1
36,192,3210,M,3,A_OFVAL,2,4,0
36,194,3211,N,NA,C_NOVAL,NA,NA,1
36,196,3212,M,4,A_OFVAL,2,4,0
36,198,3213,N,3,B_LIMVAL,2,2,1
36,199,3214,N,4,B_LIMVAL,2,2,1
36,200,3215,N,3,A_OFVAL,1,1,1
36,201,3216,N,3,A_OFVAL,1,1,1
36,204,3217,N,2,A_OFVAL,1,1,1
36,205,3218,M,3,A_OFVAL,2,4,0
36,208,3219,M,2,A_OFVAL,3,5,0
36,210,3220,M,NA,C_NOVAL,NA,NA,0
36,211,3221,N,2,A_OFVAL,1,1,1
36,214,3222,N,3,A_OFVAL,1,1,1
36,215,3223,N,2,A_OFVAL,1,1,1
36,216,3224,N,3,A_OFVAL,1,1,1
36,227,3225,N,1,A_OFVAL,1,1,1
36,229,3226,M,2,A_OFVAL,3,5,0
36,238,3227,M,3,A_OFVAL,3,5,0
36,248,3228,N,NA,C_NOVAL,NA,NA,1
36,253,3229,M,4,A_OFVAL,2,2,0
36,254,3230,N,3,B_LIMVAL,1,1,1
36,257,3231,N,1,A_OFVAL,1,1,1
36,262,3232,N,5,B_LIMVAL,2,2,1
36,265,3233,N,3,A_OFVAL,1,1,1
36,268,3234,N,2,A_OFVAL,1,1,1
36,269,3235,N,4,A_OFVAL,2,3,1
36,275,3236,N,3,A_OFVAL,1,1,1
36,276,3237,M,3,B_LIMVAL,2,4,0
36,280,3238,N,2,A_OFVAL,1,1,1
36,283,3239,N,NA,C_NOVAL,NA,NA,1
36,290,3240,N,3,B_LIMVAL,2,3,1
36,291,3241,N,4,A_OFVAL,1,1,1
36,293,3242,N,2,A_OFVAL,1,1,1
36,294,3243,N,2,A_OFVAL,2,3,1
36,295,3244,N,2,A_OFVAL,1,1,1
36,297,3245,N,3,A_OFVAL,1,1,1
36,298,3246,N,3,A_OFVAL,1,1,1
37,1,3247,N,1,A_OFVAL,1,1,1
37,6,3248,M,NA,C_NOVAL,NA,NA,0
37,8,3249,N,1,A_OFVAL,1,1,1
37,10,3250,N,2,A_OFVAL,1,1,1
37,12,3251,N,2,A_OFVAL,1,1,1
37,14,3252,N,3,A_OFVAL,1,1,1
37,18,3253,N,2,A_OFVAL,1,1,1
37,21,3254,N,3,A_OFVAL,1,1,1
37,24,3255,N,NA,C_NOVAL,NA,NA,1
37,26,3256,M,NA,C_NOVAL,NA,NA,0
37,36,3257,N,3,A_OFVAL,2,3,1
37,39,3258,N,NA,C_NOVAL,NA,NA,1
37,40,3259,M,4,A_OFVAL,2,4,0
37,43,3260,N,3,A_OFVAL,1,1,1
37,45,3261,M,2,A_OFVAL,3,5,0
37,50,3262,N,NA,C_NOVAL,NA,NA,1
37,63,3263,N,2,A_OFVAL,1,1,1
37,64,3264,N,NA,C_NOVAL,NA,NA,1
37,68,3265,N,NA,C_NOVAL,NA,NA,1
37,69,3266,N,4,A_OFVAL,1,1,1
37,70,3267,N,NA,C_NOVAL,NA,NA,1
37,71,3268,N,NA,C_NOVAL,NA,NA,1
37,75,3269,N,NA,C_NOVAL,NA,NA,1
37,76,3270,N,3,A_OFVAL,1,1,1
37,81,3271,N,3,A_OFVAL,1,1,1
37,83,3272,N,3,A_OFVAL,1,1,1
37,84,3273,N,3,A_OFVAL,1,1,1
37,87,3274,M,3,A_OFVAL,1,1,0
37,92,3275,N,NA,C_NOVAL,NA,NA,1
37,95,3276,N,2,A_OFVAL,1,1,1
37,99,3277,N,3,A_OFVAL,1,1,1
37,101,3278,M,NA,C_NOVAL,NA,NA,0
37,105,3279,N,1,A_OFVAL,1,1,1
37,106,3280,N,3,A_OFVAL,1,1,1
37,107,3281,N,3,A_OFVAL,1,1,1
37,111,3282,N,1,A_OFVAL,1,1,1
37,113,3283,M,NA,C_NOVAL,NA,NA,0
37,115,3284,N,NA,A_OFVAL,NA,NA,1
37,116,3285,N,4,A_OFVAL,1,1,1
37,117,3286,N,NA,C_NOVAL,NA,NA,1
37,122,3287,N,3,A_OFVAL,1,1,1
37,129,3288,N,3,A_OFVAL,1,1,1
37,130,3289,N,1,A_OFVAL,1,1,1
37,140,3290,N,3,A_OFVAL,1,1,1
37,142,3291,N,NA,C_NOVAL,NA,NA,1
37,148,3292,N,3,A_OFVAL,1,1,1
37,155,3293,N,NA,C_NOVAL,NA,NA,1
37,158,3294,N,NA,C_NOVAL,NA,NA,1
37,159,3295,N,2,A_OFVAL,1,1,1
37,161,3296,M,2,A_OFVAL,3,5,0
37,165,3297,N,NA,C_NOVAL,NA,NA,1
37,168,3298,M,NA,C_NOVAL,NA,NA,0
37,169,3299,N,2,A_OFVAL,1,1,1
37,170,3300,N,NA,C_NOVAL,NA,NA,1
37,175,3301,N,2,A_OFVAL,1,1,1
37,178,3302,N,NA,C_NOVAL,NA,NA,1
37,179,3303,M,NA,C_NOVAL,NA,NA,0
37,182,3304,N,3,A_OFVAL,1,1,1
37,184,3305,N,NA,C_NOVAL,NA,NA,1
37,185,3306,M,3,A_OFVAL,3,5,0
37,186,3307,N,NA,C_NOVAL,NA,NA,1
37,189,3308,N,3,A_OFVAL,1,1,1
37,190,3309,N,3,A_OFVAL,1,1,1
37,194,3310,N,NA,C_NOVAL,NA,NA,1
37,196,3311,M,NA,C_NOVAL,NA,NA,0
37,198,3312,N,NA,C_NOVAL,NA,NA,1
37,200,3313,N,3,A_OFVAL,1,1,1
37,203,3314,M,4,A_OFVAL,3,5,0
37,204,3315,N,2,A_OFVAL,1,1,1
37,207,3316,N,2,A_OFVAL,1,1,1
37,208,3317,M,3,A_OFVAL,3,5,0
37,209,3318,N,3,A_OFVAL,1,1,1
37,212,3319,N,2,A_OFVAL,1,1,1
37,214,3320,N,NA,C_NOVAL,NA,NA,1
37,215,3321,N,3,A_OFVAL,1,1,1
37,216,3322,N,4,A_OFVAL,1,1,1
37,225,3323,N,3,A_OFVAL,1,1,1
37,227,3324,N,1,A_OFVAL,1,1,1
37,236,3325,M,3,A_OFVAL,3,5,0
37,241,3326,N,1,A_OFVAL,1,1,1
37,246,3327,N,NA,C_NOVAL,NA,NA,1
37,248,3328,N,NA,C_NOVAL,NA,NA,1
37,252,3329,M,NA,C_NOVAL,NA,NA,0
37,257,3330,N,1,A_OFVAL,1,1,1
37,258,3331,M,3,A_OFVAL,2,3,0
37,259,3332,N,2,A_OFVAL,1,1,1
37,262,3333,N,NA,C_NOVAL,NA,NA,1
37,265,3334,N,3,A_OFVAL,1,1,1
37,266,3335,N,NA,C_NOVAL,NA,NA,1
37,268,3336,N,2,A_OFVAL,1,1,1
37,271,3337,N,1,A_OFVAL,1,1,1
37,275,3338,N,3,A_OFVAL,1,1,1
37,276,3339,M,NA,C_NOVAL,NA,NA,0
37,277,3340,N,3,A_OFVAL,1,1,1
37,283,3341,N,NA,C_NOVAL,NA,NA,1
37,286,3342,M,3,A_OFVAL,3,5,0
37,290,3343,N,NA,C_NOVAL,NA,NA,1
37,291,3344,N,3,A_OFVAL,1,1,1
37,293,3345,N,3,A_OFVAL,1,1,1
37,294,3346,N,3,A_OFVAL,2,3,1
38,3,3347,N,2,A_OFVAL,1,1,1
38,5,3348,N,2,A_OFVAL,1,1,1
38,7,3349,M,4,A_OFVAL,2,4,0
38,10,3350,N,2,A_OFVAL,1,1,1
38,22,3351,M,2,A_OFVAL,3,5,0
38,24,3352,N,4,A_OFVAL,1,1,1
38,29,3353,N,2,A_OFVAL,1,1,1
38,42,3354,M,2,A_OFVAL,3,5,0
38,44,3355,N,4,A_OFVAL,2,4,1
38,46,3356,M,2,A_OFVAL,3,5,0
38,48,3357,N,4,A_OFVAL,2,3,1
38,50,3358,N,1,A_OFVAL,1,1,1
38,63,3359,N,2,A_OFVAL,1,1,1
38,69,3360,N,2,A_OFVAL,1,1,1
38,72,3361,N,3,A_OFVAL,1,1,1
38,73,3362,N,2,A_OFVAL,1,1,1
38,90,3363,N,3,A_OFVAL,2,2,1
38,95,3364,N,2,A_OFVAL,1,1,1
38,96,3365,N,4,A_OFVAL,2,3,1
38,98,3366,M,3,A_OFVAL,3,5,0
38,117,3367,N,1,A_OFVAL,1,1,1
38,123,3368,N,2,A_OFVAL,1,1,1
38,127,3369,N,4,A_OFVAL,1,1,1
38,128,3370,N,2,A_OFVAL,1,1,1
38,137,3371,N,2,A_OFVAL,1,1,1
38,149,3372,N,1,A_OFVAL,1,1,1
38,154,3373,N,1,A_OFVAL,1,1,1
38,155,3374,N,3,A_OFVAL,1,1,1
38,156,3375,N,3,A_OFVAL,1,1,1
38,159,3376,N,2,A_OFVAL,1,1,1
38,172,3377,N,1,A_OFVAL,1,1,1
38,175,3378,N,2,A_OFVAL,1,1,1
38,176,3379,N,NA,C_NOVAL,NA,NA,1
38,190,3380,N,1,A_OFVAL,1,1,1
38,191,3381,M,2,A_OFVAL,3,5,0
38,194,3382,N,NA,C_NOVAL,NA,NA,1
38,198,3383,N,4,A_OFVAL,2,4,1
38,199,3384,N,NA,C_NOVAL,NA,NA,1
38,201,3385,N,3,A_OFVAL,1,1,1
38,202,3386,N,4,B_LIMVAL,2,2,1
38,216,3387,N,3,A_OFVAL,1,1,1
38,218,3388,M,2,A_OFVAL,3,5,0
38,223,3389,N,2,A_OFVAL,1,1,1
38,233,3390,M,4,A_OFVAL,2,4,0
38,262,3391,N,5,A_OFVAL,2,2,1
38,264,3392,M,3,A_OFVAL,2,3,0
38,279,3393,N,NA,C_NOVAL,NA,NA,1
38,280,3394,N,2,A_OFVAL,1,1,1
38,289,3395,M,2,A_OFVAL,3,5,0
38,298,3396,N,3,A_OFVAL,1,1,1
39,3,3397,N,2,A_OFVAL,1,1,1
39,4,3398,M,4,A_OFVAL,3,5,0
39,5,3399,N,1,A_OFVAL,1,1,1
39,7,3400,M,NA,C_NOVAL,NA,NA,0
39,8,3401,N,1,A_OFVAL,1,1,1
39,10,3402,N,1,A_OFVAL,1,1,1
39,21,3403,N,3,A_OFVAL,1,1,1
39,22,3404,M,1,A_OFVAL,3,5,0
39,24,3405,N,5,B_LIMVAL,2,4,1
39,29,3406,N,2,A_OFVAL,1,1,1
39,31,3407,N,2,A_OFVAL,1,1,1
39,37,3408,M,2,A_OFVAL,3,5,0
39,42,3409,M,2,A_OFVAL,3,5,0
39,43,3410,N,3,A_OFVAL,1,1,1
39,44,3411,N,4,A_OFVAL,1,1,1
39,46,3412,M,1,A_OFVAL,3,5,0
39,48,3413,N,NA,C_NOVAL,NA,NA,1
39,50,3414,N,1,A_OFVAL,1,1,1
39,52,3415,N,3,A_OFVAL,1,1,1
39,63,3416,N,2,A_OFVAL,1,1,1
39,64,3417,N,NA,C_NOVAL,NA,NA,1
39,68,3418,N,4,A_OFVAL,2,3,1
39,69,3419,N,3,A_OFVAL,1,1,1
39,70,3420,N,1,A_OFVAL,1,1,1
39,71,3421,N,3,A_OFVAL,1,1,1
39,72,3422,N,4,A_OFVAL,1,1,1
39,73,3423,N,3,A_OFVAL,1,1,1
39,76,3424,N,3,A_OFVAL,1,1,1
39,77,3425,N,1,A_OFVAL,1,1,1
39,79,3426,N,1,A_OFVAL,1,1,1
39,81,3427,N,3,A_OFVAL,1,1,1
39,83,3428,N,2,A_OFVAL,1,1,1
39,84,3429,N,2,A_OFVAL,1,1,1
39,90,3430,N,4,A_OFVAL,1,1,1
39,91,3431,M,1,A_OFVAL,3,5,0
39,95,3432,N,1,A_OFVAL,1,1,1
39,96,3433,N,NA,C_NOVAL,NA,NA,1
39,98,3434,M,3,A_OFVAL,3,5,0
39,104,3435,N,1,A_OFVAL,1,1,1
39,112,3436,N,4,A_OFVAL,1,1,1
39,116,3437,N,3,A_OFVAL,1,1,1
39,117,3438,N,4,A_OFVAL,1,1,1
39,123,3439,N,3,A_OFVAL,1,1,1
39,127,3440,N,3,A_OFVAL,1,1,1
39,128,3441,N,3,A_OFVAL,1,1,1
39,133,3442,M,2,A_OFVAL,3,5,0
39,137,3443,N,3,A_OFVAL,1,1,1
39,140,3444,N,2,A_OFVAL,1,1,1
39,141,3445,N,3,A_OFVAL,1,1,1
39,142,3446,N,NA,C_NOVAL,NA,NA,1
39,149,3447,N,1,A_OFVAL,1,1,1
39,154,3448,N,1,A_OFVAL,1,1,1
39,155,3449,N,3,B_LIMVAL,1,1,1
39,156,3450,N,3,A_OFVAL,1,1,1
39,159,3451,N,2,A_OFVAL,1,1,1
39,160,3452,N,3,A_OFVAL,1,1,1
39,166,3453,M,2,A_OFVAL,3,5,0
39,170,3454,N,NA,C_NOVAL,NA,NA,1
39,172,3455,N,1,A_OFVAL,1,1,1
39,175,3456,N,2,A_OFVAL,1,1,1
39,176,3457,N,NA,C_NOVAL,NA,NA,1
39,184,3458,N,NA,C_NOVAL,NA,NA,1
39,189,3459,N,2,A_OFVAL,1,1,1
39,190,3460,N,3,A_OFVAL,1,1,1
39,191,3461,M,2,A_OFVAL,3,5,0
39,194,3462,N,NA,C_NOVAL,NA,NA,1
39,198,3463,N,4,B_LIMVAL,1,1,1
39,199,3464,N,NA,C_NOVAL,NA,NA,1
39,200,3465,N,3,A_OFVAL,1,1,1
39,201,3466,N,3,A_OFVAL,1,1,1
39,202,3467,N,NA,C_NOVAL,NA,NA,1
39,206,3468,M,2,A_OFVAL,3,5,0
39,207,3469,N,2,A_OFVAL,1,1,1
39,212,3470,N,1,A_OFVAL,1,1,1
39,214,3471,N,3,A_OFVAL,1,1,1
39,215,3472,N,3,A_OFVAL,1,1,1
39,216,3473,N,3,A_OFVAL,1,1,1
39,218,3474,M,3,A_OFVAL,3,5,0
39,223,3475,N,3,A_OFVAL,1,1,1
39,225,3476,N,3,A_OFVAL,1,1,1
39,233,3477,M,3,A_OFVAL,3,5,0
39,246,3478,N,3,A_OFVAL,1,1,1
39,247,3479,M,4,A_OFVAL,1,1,0
39,250,3480,M,3,A_OFVAL,3,5,0
39,256,3481,M,3,A_OFVAL,3,5,0
39,259,3482,N,1,A_OFVAL,1,1,1
39,262,3483,N,4,A_OFVAL,2,3,1
39,264,3484,M,NA,C_NOVAL,NA,NA,0
39,266,3485,N,NA,C_NOVAL,NA,NA,1
39,268,3486,N,2,A_OFVAL,1,1,1
39,271,3487,N,1,A_OFVAL,1,1,1
39,277,3488,N,2,A_OFVAL,1,1,1
39,279,3489,N,NA,C_NOVAL,NA,NA,1
39,280,3490,N,2,A_OFVAL,1,1,1
39,289,3491,M,2,A_OFVAL,3,5,0
39,291,3492,N,3,A_OFVAL,1,1,1
39,292,3493,M,2,A_OFVAL,3,5,0
39,296,3494,N,NA,C_NOVAL,NA,NA,1
39,297,3495,N,2,A_OFVAL,1,1,1
39,298,3496,N,3,A_OFVAL,1,1,1
40,1,3497,N,2,A_OFVAL,1,1,1
40,3,3498,N,3,A_OFVAL,1,1,1
40,5,3499,N,3,A_OFVAL,1,1,1
40,8,3500,N,1,A_OFVAL,1,1,1
40,12,3501,N,2,A_OFVAL,1,1,1
40,13,3502,N,2,A_OFVAL,1,1,1
40,14,3503,N,3,B_LIMVAL,2,2,1
40,16,3504,M,4,B_LIMVAL,2,3,0
40,17,3505,M,3,A_OFVAL,3,5,0
40,23,3506,M,3,B_LIMVAL,2,3,0
40,27,3507,M,4,B_LIMVAL,2,2,0
40,30,3508,M,3,B_LIMVAL,2,4,0
40,31,3509,N,2,A_OFVAL,1,1,1
40,36,3510,N,3,A_OFVAL,1,1,1
40,39,3511,N,NA,C_NOVAL,NA,NA,1
40,43,3512,N,NA,C_NOVAL,NA,NA,1
40,44,3513,N,NA,C_NOVAL,NA,NA,1
40,48,3514,N,NA,C_NOVAL,NA,NA,1
40,52,3515,N,3,A_OFVAL,1,1,1
40,59,3516,M,NA,C_NOVAL,NA,NA,0
40,64,3517,N,5,B_LIMVAL,2,3,1
40,65,3518,M,3,A_OFVAL,3,5,0
40,66,3519,M,3,B_LIMVAL,2,2,0
40,68,3520,N,3,A_OFVAL,1,1,1
40,71,3521,N,3,B_LIMVAL,2,3,1
40,75,3522,N,NA,C_NOVAL,NA,NA,1
40,77,3523,N,1,A_OFVAL,1,1,1
40,79,3524,N,NA,C_NOVAL,NA,NA,1
40,81,3525,N,3,A_OFVAL,1,1,1
40,90,3526,N,NA,C_NOVAL,NA,NA,1
40,104,3527,N,1,B_LIMVAL,1,1,1
40,105,3528,N,1,A_OFVAL,1,1,1
40,106,3529,N,3,B_LIMVAL,1,1,1
40,107,3530,N,2,A_OFVAL,1,1,1
40,111,3531,N,1,A_OFVAL,1,1,1
40,112,3532,N,4,B_LIMVAL,1,1,1
40,115,3533,N,4,B_LIMVAL,2,2,1
40,116,3534,N,4,A_OFVAL,1,1,1
40,118,3535,N,3,B_LIMVAL,1,1,1
40,123,3536,N,3,A_OFVAL,1,1,1
40,124,3537,N,4,A_OFVAL,1,1,1
40,128,3538,N,2,A_OFVAL,1,1,1
40,130,3539,N,3,A_OFVAL,1,1,1
40,137,3540,N,3,A_OFVAL,1,1,1
40,140,3541,N,3,A_OFVAL,1,1,1
40,141,3542,N,4,A_OFVAL,1,1,1
40,145,3543,M,3,B_LIMVAL,2,3,0
40,148,3544,N,4,B_LIMVAL,2,3,1
40,150,3545,N,3,B_LIMVAL,2,2,1
40,152,3546,M,3,B_LIMVAL,2,3,0
40,153,3547,N,3,B_LIMVAL,1,1,1
40,154,3548,N,2,B_LIMVAL,1,1,1
40,156,3549,N,2,B_LIMVAL,1,1,1
40,158,3550,N,3,B_LIMVAL,2,4,1
40,160,3551,N,3,B_LIMVAL,1,1,1
40,165,3552,N,3,B_LIMVAL,1,1,1
40,170,3553,N,3,B_LIMVAL,1,1,1
40,172,3554,N,2,A_OFVAL,1,1,1
40,178,3555,N,3,B_LIMVAL,1,1,1
40,186,3556,N,1,B_LIMVAL,1,1,1
40,189,3557,N,2,A_OFVAL,1,1,1
40,192,3558,M,4,A_OFVAL,2,4,0
40,199,3559,N,NA,C_NOVAL,NA,NA,1
40,200,3560,N,4,B_LIMVAL,2,3,1
40,201,3561,N,4,B_LIMVAL,1,1,1
40,204,3562,N,2,B_LIMVAL,1,1,1
40,205,3563,M,3,A_OFVAL,3,5,0
40,207,3564,N,2,B_LIMVAL,1,1,1
40,209,3565,N,3,B_LIMVAL,1,1,1
40,210,3566,M,NA,C_NOVAL,NA,NA,0
40,211,3567,N,2,A_OFVAL,1,1,1
40,214,3568,N,5,B_LIMVAL,2,3,1
