exID,pairID,responseID,ground_truth,KQ/QQ,value_decision,response3,response5,reported_difficulty
16,524,569,Nonmated,KQ,NV,NA,NA,NA
16,526,570,Nonmated,KQ,Value,2,3,4
16,604,571,Nonmated,KQ,Value,1,1,3
16,616,572,Mated,KQ,Value,3,5,3
16,616,573,Mated,KQ,Value,3,5,3
16,617,574,Nonmated,KQ,Value,2,3,4
17,3,575,Mated,KQ,Value,2,4,3
17,48,576,Mated,KQ,Value,2,2,4
17,64,577,Nonmated,KQ,Value,1,1,3
17,67,578,Nonmated,KQ,Value,2,2,3
17,75,579,Nonmated,KQ,Value,1,1,3
17,182,580,Nonmated,KQ,Value,1,1,2
17,185,581,Mated,KQ,Value,3,5,3
17,186,582,Mated,KQ,Value,3,5,3
17,246,583,Nonmated,KQ,Value,2,3,3
17,279,584,Nonmated,KQ,Value,2,3,4
17,287,585,Nonmated,KQ,Value,1,1,3
17,296,586,Nonmated,KQ,Value,1,1,3
17,307,587,Nonmated,KQ,Value,1,1,3
17,315,588,Mated,KQ,Value,3,5,3
17,363,589,Mated,KQ,Value,3,5,2
17,429,590,Nonmated,KQ,Value,2,3,3
17,454,591,Nonmated,KQ,Value,2,2,3
17,473,592,Mated,KQ,Value,3,5,3
17,501,593,Nonmated,KQ,Value,2,3,3
17,506,594,Nonmated,KQ,Value,2,3,3
17,532,595,Nonmated,KQ,Value,1,1,1
17,544,596,Nonmated,KQ,Value,2,3,3
17,554,597,Mated,KQ,Value,3,5,2
17,593,598,Mated,KQ,Value,2,3,3
17,599,599,Mated,KQ,Value,3,5,3
18,6,600,Mated,KQ,Value,3,5,1
18,35,601,Nonmated,KQ,Value,2,2,3
18,37,602,Mated,KQ,Value,3,5,4
18,42,603,Nonmated,KQ,Value,2,3,4
18,56,604,Nonmated,KQ,Value,2,3,5
18,64,605,Nonmated,KQ,Value,2,2,4
18,87,606,Nonmated,KQ,Value,2,2,4
18,114,607,Nonmated,KQ,Value,2,3,4
18,124,608,Nonmated,KQ,Value,2,2,3
18,134,609,Nonmated,KQ,Value,2,3,4
18,152,610,Nonmated,KQ,Value,2,2,3
18,156,611,Nonmated,KQ,Value,2,3,5
18,175,612,Nonmated,KQ,Value,2,3,5
18,179,613,Nonmated,KQ,Value,2,2,4
18,187,614,Mated,KQ,Value,2,4,4
18,196,615,Nonmated,KQ,Value,2,2,4
18,207,616,Nonmated,KQ,Value,2,2,5
18,214,617,Nonmated,KQ,Value,1,1,1
18,222,618,Mated,KQ,Value,3,5,3
18,227,619,Mated,KQ,Value,3,5,4
18,246,620,Nonmated,KQ,Value,2,3,5
18,264,621,Nonmated,KQ,Value,2,2,5
18,265,622,Mated,KQ,Value,2,3,5
18,299,623,Nonmated,KQ,Value,2,2,4
18,304,624,Nonmated,KQ,Value,2,2,5
18,331,625,Nonmated,KQ,Value,2,2,4
18,350,626,Nonmated,KQ,Value,2,3,4
18,383,627,Mated,KQ,Value,2,3,4
18,387,628,Nonmated,KQ,Value,2,2,3
18,399,629,Nonmated,KQ,Value,2,3,5
18,409,630,Mated,KQ,Value,3,5,3
18,418,631,Nonmated,KQ,Value,2,3,5
18,437,632,Nonmated,KQ,Value,2,2,4
18,451,633,Nonmated,KQ,Value,1,1,1
18,461,634,Nonmated,KQ,Value,2,3,4
18,487,635,Nonmated,KQ,Value,2,2,4
18,489,636,Nonmated,KQ,Value,2,3,4
18,494,637,Nonmated,KQ,Value,1,1,1
18,512,638,Mated,KQ,Value,3,5,3
18,514,639,Mated,KQ,Value,2,4,4
18,540,640,Mated,KQ,Value,2,3,5
18,545,641,Mated,KQ,Value,3,5,2
18,546,642,Nonmated,KQ,Value,2,2,5
18,549,643,Nonmated,KQ,Value,2,3,5
18,561,644,Nonmated,KQ,Value,2,3,4
18,570,645,Mated,KQ,Value,2,4,4
18,577,646,Nonmated,KQ,Value,2,3,5
18,579,647,Mated,KQ,Value,2,4,5
18,586,648,Nonmated,KQ,Value,2,2,3
18,606,649,Mated,KQ,Value,3,5,2
18,607,650,Nonmated,KQ,Value,2,3,5
18,613,651,Nonmated,KQ,Value,2,3,4
19,79,652,Nonmated,KQ,Value,2,2,3
19,91,653,Nonmated,KQ,Value,2,3,4
19,126,654,Nonmated,KQ,Value,1,1,1
19,160,655,Nonmated,KQ,Value,2,3,2
19,174,656,Nonmated,KQ,Value,2,4,4
19,184,657,Nonmated,KQ,Value,2,3,4
19,220,658,Nonmated,KQ,Value,3,5,4
19,224,659,Nonmated,KQ,Value,2,3,4
19,231,660,Nonmated,KQ,Value,1,1,2
19,370,661,Nonmated,KQ,Value,2,3,5
19,428,662,Nonmated,KQ,Value,2,2,4
19,476,663,Mated,KQ,Value,2,3,5
19,491,664,Nonmated,KQ,Value,2,3,4
19,565,665,Mated,KQ,Value,3,5,2
19,583,666,Nonmated,KQ,Value,2,3,5
20,2,667,Nonmated,KQ,Value,2,3,5
20,11,668,Mated,KQ,Value,3,5,4
20,209,669,Mated,KQ,Value,3,5,2
20,217,670,Nonmated,KQ,Value,2,3,5
20,219,671,Nonmated,KQ,Value,1,1,1
20,252,672,Nonmated,KQ,Value,2,3,5
20,354,673,Mated,KQ,Value,3,5,3
20,431,674,Nonmated,KQ,Value,2,3,5
20,467,675,Mated,KQ,Value,3,5,5
20,562,676,Nonmated,KQ,Value,2,3,4
21,68,677,Nonmated,KQ,Value,2,3,4
21,108,678,Nonmated,KQ,Value,2,3,4
21,112,679,Nonmated,KQ,Value,2,3,4
21,131,680,Mated,KQ,Value,2,3,4
21,138,681,Nonmated,KQ,Value,1,1,3
21,164,682,Nonmated,KQ,Value,1,1,3
21,191,683,Mated,KQ,Value,2,3,4
21,198,684,Nonmated,KQ,Value,2,3,3
21,200,685,Nonmated,KQ,Value,2,3,4
21,324,686,Mated,KQ,Value,3,5,3
21,334,687,Nonmated,KQ,Value,2,3,4
21,343,688,Nonmated,KQ,Value,2,3,4
21,356,689,Nonmated,KQ,Value,2,3,4
21,372,690,Nonmated,KQ,Value,2,3,4
21,375,691,Mated,KQ,Value,2,3,3
21,397,692,Mated,KQ,Value,2,3,4
21,438,693,Nonmated,KQ,Value,2,3,4
21,443,694,Nonmated,KQ,Value,2,3,3
21,536,695,Mated,KQ,Value,3,5,2
21,542,696,Nonmated,KQ,Value,2,4,3
22,9,697,Mated,KQ,Value,3,5,2
22,48,698,Mated,KQ,Value,2,4,5
22,64,699,Nonmated,KQ,Value,3,5,2
22,67,700,Nonmated,KQ,Value,2,3,4
22,72,701,Mated,KQ,Value,2,3,3
22,105,702,Mated,KQ,Value,2,3,4
22,116,703,Nonmated,KQ,Value,2,2,3
22,121,704,Nonmated,KQ,Value,1,1,1
22,121,705,Nonmated,KQ,Value,1,1,1
22,148,706,Nonmated,KQ,Value,2,2,3
22,180,707,Nonmated,KQ,Value,1,1,1
22,185,708,Mated,KQ,Value,3,5,4
22,188,709,Nonmated,KQ,Value,2,3,5
22,199,710,Nonmated,KQ,Value,2,3,5
22,223,711,Nonmated,KQ,Value,2,3,4
22,229,712,Nonmated,KQ,Value,2,2,3
22,243,713,Nonmated,KQ,Value,2,3,4
22,259,714,Nonmated,KQ,Value,2,2,3
22,259,715,Nonmated,KQ,Value,2,2,4
22,271,716,Nonmated,KQ,Value,1,1,1
22,316,717,Nonmated,KQ,Value,1,1,4
22,318,718,Nonmated,KQ,Value,2,3,3
22,322,719,Nonmated,KQ,Value,2,2,4
22,322,720,Nonmated,KQ,Value,2,3,3
22,335,721,Nonmated,KQ,Value,2,2,4
22,344,722,Mated,KQ,Value,2,3,5
22,351,723,Mated,KQ,Value,3,5,2
22,384,724,Nonmated,KQ,Value,1,1,2
22,388,725,Nonmated,KQ,Value,2,3,4
22,400,726,Nonmated,KQ,Value,2,3,4
22,403,727,Mated,KQ,Value,2,4,2
22,410,728,Nonmated,KQ,Value,1,1,3
22,425,729,Mated,KQ,Value,3,5,3
22,425,730,Mated,KQ,Value,3,5,4
22,433,731,Nonmated,KQ,Value,2,3,5
22,440,732,Nonmated,KQ,Value,2,3,3
22,446,733,Mated,KQ,Value,3,5,4
22,452,734,Nonmated,KQ,Value,2,2,3
22,499,735,Nonmated,KQ,Value,2,4,4
22,502,736,Mated,KQ,Value,2,3,4
22,509,737,Mated,KQ,Value,3,5,4
22,515,738,Nonmated,KQ,Value,1,1,4
22,519,739,Nonmated,KQ,Value,2,3,4
22,519,740,Nonmated,KQ,Value,2,3,3
22,527,741,Nonmated,KQ,Value,2,3,4
22,539,742,Mated,KQ,Value,2,4,5
22,550,743,Mated,KQ,Value,2,4,4
22,560,744,Nonmated,KQ,Value,2,3,4
22,582,745,Nonmated,KQ,Value,2,2,4
22,593,746,Mated,KQ,Value,3,5,5
22,605,747,Nonmated,KQ,Value,2,3,4
23,21,748,Nonmated,KQ,Value,2,3,4
23,22,749,Nonmated,KQ,Value,2,3,4
23,37,750,Mated,KQ,Value,3,5,3
23,44,751,Nonmated,KQ,Value,2,3,4
23,80,752,Mated,KQ,Value,3,5,3
23,86,753,Nonmated,KQ,Value,2,3,3
23,86,754,Nonmated,KQ,Value,2,3,4
23,103,755,Nonmated,KQ,Value,2,3,3
23,109,756,Nonmated,KQ,Value,2,3,4
23,119,757,Nonmated,KQ,Value,1,1,3
23,162,758,Nonmated,KQ,Value,2,3,3
23,166,759,Nonmated,KQ,Value,2,3,4
23,166,760,Nonmated,KQ,Value,2,3,4
23,196,761,Nonmated,KQ,Value,2,3,3
23,203,762,Nonmated,KQ,Value,2,3,4
23,206,763,Mated,KQ,Value,3,5,3
23,212,764,Mated,KQ,Value,3,5,3
23,225,765,Mated,KQ,Value,3,5,3
23,240,766,Nonmated,KQ,Value,2,3,3
23,266,767,Nonmated,KQ,Value,1,1,3
23,273,768,Nonmated,KQ,Value,2,3,3
23,284,769,Mated,KQ,Value,3,5,3
23,301,770,Mated,KQ,Value,3,5,4
23,306,771,Nonmated,KQ,Value,2,3,3
23,339,772,Nonmated,KQ,Value,2,3,3
23,350,773,Nonmated,KQ,Value,2,3,4
23,362,774,Nonmated,KQ,Value,2,3,3
23,362,775,Nonmated,KQ,Value,2,3,4
23,366,776,Nonmated,KQ,Value,2,3,4
23,367,777,Mated,KQ,Value,3,5,3
23,369,778,Mated,KQ,Value,2,3,4
23,380,779,Nonmated,KQ,Value,1,1,3
23,387,780,Nonmated,KQ,Value,2,3,3
23,405,781,Nonmated,KQ,Value,2,3,3
23,414,782,Nonmated,KQ,Value,2,3,3
23,415,783,Nonmated,KQ,Value,2,3,4
23,424,784,Nonmated,KQ,Value,2,3,4
23,424,785,Nonmated,KQ,Value,2,3,4
23,435,786,Mated,KQ,Value,3,5,3
23,435,787,Mated,KQ,Value,3,5,3
23,437,788,Nonmated,KQ,Value,2,3,3
23,439,789,Mated,KQ,Value,3,5,3
23,450,790,Mated,KQ,Value,3,5,3
23,458,791,Nonmated,KQ,Value,2,3,3
23,459,792,Mated,KQ,Value,3,5,4
23,547,793,Mated,KQ,Value,3,5,3
23,573,794,Nonmated,KQ,Value,2,3,4
23,597,795,Mated,KQ,Value,3,5,3
23,613,796,Nonmated,KQ,Value,2,3,3
23,618,797,Nonmated,KQ,Value,2,3,3
24,175,798,Nonmated,KQ,Value,2,3,4
24,227,799,Mated,KQ,Value,3,5,3
24,331,800,Nonmated,KQ,Value,2,3,3
24,409,801,Mated,KQ,Value,3,5,3
24,421,802,Nonmated,KQ,Value,2,3,4
24,441,803,Nonmated,KQ,Value,2,2,3
24,451,804,Nonmated,KQ,Value,1,1,1
24,545,805,Mated,KQ,Value,3,5,2
24,549,806,Nonmated,KQ,Value,2,2,4
24,559,807,Nonmated,KQ,Value,2,3,4
24,561,808,Nonmated,KQ,Value,2,4,4
24,570,809,Mated,KQ,Value,3,5,3
24,586,810,Nonmated,KQ,Value,2,2,4
24,607,811,Nonmated,KQ,Value,2,3,4
24,620,812,Mated,KQ,Value,3,5,2
25,2,813,Nonmated,KQ,Value,2,3,3
25,11,814,Mated,KQ,Value,3,5,2
25,12,815,Nonmated,KQ,Value,2,2,3
25,55,816,Nonmated,KQ,Value,2,3,3
25,55,817,Nonmated,KQ,Value,2,4,4
25,81,818,Nonmated,KQ,Value,1,1,1
25,99,819,Nonmated,KQ,Value,2,3,3
25,140,820,Mated,KQ,Value,3,5,1
25,140,821,Mated,KQ,Value,3,5,1
25,143,822,Nonmated,KQ,Value,2,2,3
25,153,823,Nonmated,KQ,Value,1,1,1
25,168,824,Nonmated,KQ,Value,2,3,3
25,180,825,Nonmated,KQ,Value,1,1,1
25,217,826,Nonmated,KQ,Value,2,3,4
25,234,827,Nonmated,KQ,Value,2,2,3
25,237,828,Mated,KQ,Value,3,5,3
25,243,829,Nonmated,KQ,Value,2,2,3
25,248,830,Nonmated,KQ,Value,2,2,3
25,252,831,Nonmated,KQ,Value,2,2,3
25,258,832,Nonmated,KQ,Value,2,3,3
25,267,833,Mated,KQ,Value,2,3,4
25,267,834,Mated,KQ,Value,3,5,3
25,278,835,Mated,KQ,Value,2,3,4
25,286,836,Nonmated,KQ,Value,2,2,3
25,289,837,Mated,KQ,Value,3,5,2
25,310,838,Nonmated,KQ,Value,2,3,3
25,312,839,Mated,KQ,Value,3,5,3
25,321,840,Mated,KQ,Value,3,5,2
25,322,841,Nonmated,KQ,Value,2,3,3
25,327,842,Nonmated,KQ,Value,2,2,3
25,337,843,Mated,KQ,Value,3,5,2
25,393,844,Mated,KQ,Value,3,5,3
25,404,845,Nonmated,KQ,Value,2,2,3
25,413,846,Nonmated,KQ,Value,2,2,3
25,431,847,Nonmated,KQ,Value,2,2,3
25,446,848,Mated,KQ,Value,3,5,2
25,462,849,Nonmated,KQ,Value,2,3,3
25,462,850,Nonmated,KQ,Value,2,3,4
25,468,851,Nonmated,KQ,Value,2,3,4
25,477,852,Mated,KQ,Value,2,3,4
25,481,853,Nonmated,KQ,Value,2,2,3
25,486,854,Nonmated,KQ,Value,2,3,3
25,499,855,Nonmated,KQ,Value,1,1,3
25,507,856,Mated,KQ,Value,3,5,3
25,513,857,Mated,KQ,Value,2,3,4
25,515,858,Nonmated,KQ,Value,2,2,3
25,585,859,Nonmated,KQ,Value,2,3,3
25,591,860,Nonmated,KQ,Value,2,2,3
25,602,861,Nonmated,KQ,Value,2,3,4
25,616,862,Mated,KQ,Value,2,3,3
25,616,863,Mated,KQ,Value,3,5,4
26,33,864,Nonmated,KQ,Value,2,3,3
26,50,865,Nonmated,KQ,NV,NA,NA,NA
26,51,866,Nonmated,KQ,Value,2,3,3
26,53,867,Mated,KQ,NV,NA,NA,NA
26,54,868,Nonmated,KQ,Value,2,3,3
26,56,869,Nonmated,KQ,Value,2,3,3
26,91,870,Nonmated,KQ,NV,NA,NA,NA
26,137,871,Mated,KQ,Value,3,5,3
26,142,872,Nonmated,KQ,Value,2,3,3
26,150,873,Nonmated,KQ,NV,NA,NA,NA
26,161,874,Nonmated,KQ,Value,2,3,3
26,197,875,Nonmated,KQ,Value,2,2,3
26,232,876,Nonmated,KQ,Value,1,1,2
26,233,877,Nonmated,KQ,Value,1,1,1
26,303,878,Nonmated,KQ,NV,NA,NA,NA
26,304,879,Nonmated,KQ,NV,NA,NA,NA
26,323,880,Mated,KQ,Value,3,5,2
26,352,881,Nonmated,KQ,Value,2,3,3
26,373,882,Mated,KQ,NV,NA,NA,NA
26,383,883,Mated,KQ,NV,NA,NA,NA
26,463,884,Nonmated,KQ,Value,2,3,3
26,465,885,Nonmated,KQ,Value,2,2,3
26,466,886,Nonmated,KQ,Value,2,2,3
26,474,887,Nonmated,KQ,NV,NA,NA,NA
26,520,888,Mated,KQ,Value,2,3,3
26,528,889,Nonmated,KQ,Value,2,3,3
26,531,890,Mated,KQ,Value,2,4,3
26,533,891,Nonmated,KQ,Value,1,1,1
26,579,892,Mated,KQ,NV,NA,NA,NA
26,606,893,Mated,KQ,Value,3,5,3
27,8,894,Mated,KQ,Value,2,3,5
27,12,895,Nonmated,KQ,Value,1,1,4
27,78,896,Nonmated,KQ,Value,1,1,4
27,138,897,Nonmated,KQ,Value,1,1,2
27,189,898,Mated,KQ,Value,2,3,4
27,198,899,Nonmated,KQ,Value,1,1,5
27,200,900,Nonmated,KQ,Value,1,1,5
27,302,901,Nonmated,KQ,Value,1,1,1
27,312,902,Mated,KQ,Value,3,5,3
27,358,903,Nonmated,KQ,Value,1,1,3
27,391,904,Nonmated,KQ,Value,2,3,4
27,419,905,Mated,KQ,Value,3,5,2
27,443,906,Nonmated,KQ,Value,2,3,4
27,447,907,Mated,KQ,Value,3,5,2
27,468,908,Nonmated,KQ,Value,1,1,4
27,483,909,Nonmated,KQ,Value,1,1,4
27,486,910,Nonmated,KQ,Value,2,3,4
27,536,911,Mated,KQ,Value,3,5,2
27,557,912,Nonmated,KQ,Value,2,3,5
27,602,913,Nonmated,KQ,Value,2,3,4
28,127,914,Nonmated,KQ,Value,2,2,3
28,155,915,Mated,KQ,Value,3,5,3
28,167,916,Nonmated,KQ,Value,2,2,3
28,193,917,Nonmated,KQ,Value,2,2,3
28,211,918,Mated,KQ,Value,3,5,3
28,238,919,Nonmated,KQ,Value,2,2,3
28,382,920,Nonmated,KQ,Value,2,3,3
28,495,921,Nonmated,KQ,Value,1,1,2
28,504,922,Mated,KQ,Value,3,5,4
28,541,923,Mated,KQ,Value,3,5,4
29,85,924,Mated,KQ,Value,3,5,3
29,90,925,Nonmated,KQ,Value,2,3,5
29,133,926,Mated,KQ,Value,3,5,3
29,189,927,Mated,KQ,Value,2,3,5
29,311,928,Nonmated,KQ,Value,1,1,2
29,333,929,Nonmated,KQ,Value,1,1,3
29,358,930,Nonmated,KQ,Value,2,2,3
29,391,931,Nonmated,KQ,Value,2,3,3
29,419,932,Mated,KQ,Value,3,5,3
29,447,933,Mated,KQ,Value,3,5,2
29,492,934,Nonmated,KQ,Value,2,3,5
29,555,935,Nonmated,KQ,Value,2,2,4
29,564,936,Nonmated,KQ,Value,2,3,5
29,576,937,Nonmated,KQ,Value,1,1,2
29,612,938,Nonmated,KQ,Value,2,4,5
30,1,939,Nonmated,KQ,Value,2,3,5
30,25,940,Mated,KQ,Value,3,5,4
30,43,941,Mated,KQ,Value,2,3,4
30,63,942,Mated,KQ,Value,2,4,4
30,68,943,Nonmated,KQ,Value,2,2,3
30,95,944,Nonmated,KQ,Value,2,3,3
30,100,945,Nonmated,KQ,Value,2,2,3
30,125,946,Mated,KQ,Value,3,5,2
30,126,947,Nonmated,KQ,Value,1,1,3
30,130,948,Mated,KQ,NV,NA,NA,NA
30,131,949,Mated,KQ,Value,2,3,4
30,153,950,Nonmated,KQ,Value,1,1,3
30,153,951,Nonmated,KQ,Value,1,1,3
30,168,952,Nonmated,KQ,Value,2,3,3
30,168,953,Nonmated,KQ,Value,2,3,4
30,169,954,Nonmated,KQ,Value,2,2,4
30,195,955,Mated,KQ,Value,3,5,4
30,202,956,Nonmated,KQ,Value,2,3,4
30,218,957,Mated,KQ,Value,3,5,3
30,245,958,Nonmated,KQ,Value,2,4,4
30,268,959,Nonmated,KQ,Value,2,2,3
30,275,960,Nonmated,KQ,Value,1,1,2
30,278,961,Mated,KQ,Value,2,3,3
30,278,962,Mated,KQ,Value,2,3,4
30,293,963,Nonmated,KQ,Value,2,3,3
30,305,964,Nonmated,KQ,Value,2,2,4
30,334,965,Nonmated,KQ,Value,2,2,3
30,343,966,Nonmated,KQ,Value,2,3,3
30,368,967,Nonmated,KQ,Value,2,3,4
30,370,968,Nonmated,KQ,Value,2,3,4
30,378,969,Nonmated,KQ,NV,NA,NA,NA
30,397,970,Mated,KQ,Value,2,3,4
30,423,971,Nonmated,KQ,NV,NA,NA,NA
30,428,972,Nonmated,KQ,Value,2,2,3
30,449,973,Mated,KQ,NV,NA,NA,NA
30,469,974,Nonmated,KQ,Value,2,3,4
30,476,975,Mated,KQ,Value,2,3,4
30,480,976,Mated,KQ,Value,3,5,3
30,507,977,Mated,KQ,Value,2,4,4
30,507,978,Mated,KQ,Value,3,5,4
30,513,979,Mated,KQ,NV,NA,NA,NA
30,513,980,Mated,KQ,NV,NA,NA,NA
30,529,981,Nonmated,KQ,Value,2,3,4
30,534,982,Nonmated,KQ,Value,2,3,3
30,571,983,Nonmated,KQ,Value,2,2,3
30,581,984,Nonmated,KQ,NV,NA,NA,NA
30,583,985,Nonmated,KQ,Value,2,3,4
30,587,986,Nonmated,KQ,Value,2,2,3
30,588,987,Nonmated,KQ,Value,2,3,4
30,596,988,Nonmated,KQ,Value,2,3,3
31,35,989,Nonmated,KQ,Value,2,3,3
31,37,990,Mated,KQ,Value,2,3,3
31,55,991,Nonmated,KQ,Value,2,3,3
31,61,992,Nonmated,KQ,Value,2,3,3
31,84,993,Mated,KQ,Value,2,3,3
31,86,994,Nonmated,KQ,Value,2,3,3
31,99,995,Nonmated,KQ,Value,2,3,3
31,106,996,Mated,KQ,Value,2,3,3
31,124,997,Nonmated,KQ,Value,1,1,3
31,139,998,Nonmated,KQ,Value,2,3,3
31,140,999,Mated,KQ,Value,3,5,3
31,148,1000,Nonmated,KQ,Value,2,3,3
31,151,1001,Mated,KQ,Value,3,5,3
31,152,1002,Nonmated,KQ,Value,2,3,3
31,166,1003,Nonmated,KQ,Value,2,3,3
31,178,1004,Mated,KQ,Value,2,3,3
31,184,1005,Nonmated,KQ,Value,2,3,3
31,187,1006,Mated,KQ,Value,2,3,3
31,196,1007,Nonmated,KQ,Value,2,3,3
31,237,1008,Mated,KQ,Value,3,5,3
31,256,1009,Nonmated,KQ,Value,2,3,3
31,258,1010,Nonmated,KQ,Value,2,3,3
31,258,1011,Nonmated,KQ,Value,2,3,3
31,262,1012,Nonmated,KQ,Value,2,3,3
31,265,1013,Mated,KQ,Value,2,3,3
31,267,1014,Mated,KQ,Value,2,3,3
31,272,1015,Nonmated,KQ,Value,2,3,3
31,310,1016,Nonmated,KQ,Value,2,3,3
31,318,1017,Nonmated,KQ,Value,1,1,3
31,319,1018,Nonmated,KQ,Value,1,1,2
31,321,1019,Mated,KQ,Value,3,5,3
31,337,1020,Mated,KQ,Value,3,5,2
31,337,1021,Mated,KQ,Value,3,5,2
31,347,1022,Nonmated,KQ,Value,2,3,3
31,350,1023,Nonmated,KQ,Value,2,3,3
31,362,1024,Nonmated,KQ,Value,2,3,3
31,387,1025,Nonmated,KQ,Value,2,3,3
31,392,1026,Nonmated,KQ,Value,2,3,3
31,400,1027,Nonmated,KQ,Value,2,3,3
31,408,1028,Nonmated,KQ,Value,2,3,3
31,408,1029,Nonmated,KQ,Value,2,3,3
31,424,1030,Nonmated,KQ,Value,2,3,3
31,435,1031,Mated,KQ,Value,3,5,3
31,437,1032,Nonmated,KQ,Value,2,3,3
31,442,1033,Mated,KQ,Value,3,5,3
31,462,1034,Nonmated,KQ,Value,2,3,3
31,477,1035,Mated,KQ,Value,2,3,3
31,481,1036,Nonmated,KQ,Value,2,3,3
31,481,1037,Nonmated,KQ,Value,2,3,3
31,569,1038,Nonmated,KQ,Value,2,3,3
31,591,1039,Nonmated,KQ,Value,2,3,3
31,591,1040,Nonmated,KQ,Value,2,3,3
31,605,1041,Nonmated,KQ,Value,2,3,3
31,616,1042,Mated,KQ,Value,2,3,3
32,8,1043,Mated,KQ,Value,3,5,3
32,32,1044,Nonmated,KQ,Value,2,4,3
32,78,1045,Nonmated,KQ,Value,2,4,3
32,90,1046,Nonmated,KQ,Value,2,4,3
32,121,1047,Nonmated,KQ,Value,1,1,1
32,128,1048,Mated,KQ,Value,2,4,3
32,130,1049,Mated,KQ,Value,3,5,3
32,133,1050,Mated,KQ,Value,3,5,3
32,156,1051,Nonmated,KQ,Value,2,4,3
32,204,1052,Nonmated,KQ,Value,1,1,1
32,218,1053,Mated,KQ,Value,2,4,3
32,222,1054,Mated,KQ,Value,3,5,3
32,259,1055,Nonmated,KQ,Value,2,2,3
32,264,1056,Nonmated,KQ,Value,2,4,3
32,268,1057,Nonmated,KQ,Value,2,3,3
32,291,1058,Mated,KQ,Value,2,4,3
32,299,1059,Nonmated,KQ,Value,2,4,3
32,302,1060,Nonmated,KQ,Value,1,1,1
32,311,1061,Nonmated,KQ,Value,1,1,2
32,322,1062,Nonmated,KQ,Value,3,5,3
32,355,1063,Mated,KQ,Value,3,5,3
32,425,1064,Mated,KQ,Value,3,5,3
32,469,1065,Nonmated,KQ,Value,2,4,3
32,480,1066,Mated,KQ,Value,2,4,3
32,483,1067,Nonmated,KQ,Value,2,4,3
32,494,1068,Nonmated,KQ,Value,1,1,2
32,519,1069,Nonmated,KQ,Value,2,4,3
32,557,1070,Nonmated,KQ,Value,3,5,3
32,564,1071,Nonmated,KQ,Value,2,4,3
32,576,1072,Nonmated,KQ,Value,1,1,1
33,17,1073,Mated,KQ,Value,3,5,3
33,63,1074,Mated,KQ,Value,3,5,4
33,71,1075,Mated,KQ,Value,3,5,3
33,85,1076,Mated,KQ,Value,3,5,3
33,95,1077,Nonmated,KQ,Value,1,1,4
33,136,1078,Mated,KQ,Value,3,5,4
33,173,1079,Nonmated,KQ,Value,2,3,4
33,188,1080,Nonmated,KQ,Value,2,3,4
33,256,1081,Nonmated,KQ,Value,2,3,4
33,262,1082,Nonmated,KQ,Value,2,3,4
33,293,1083,Nonmated,KQ,Value,2,2,4
33,316,1084,Nonmated,KQ,Value,2,2,4
33,319,1085,Nonmated,KQ,Value,1,1,2
33,333,1086,Nonmated,KQ,Value,1,1,4
33,335,1087,Nonmated,KQ,Value,2,3,4
33,351,1088,Mated,KQ,Value,3,5,3
33,442,1089,Mated,KQ,Value,3,5,3
33,460,1090,Nonmated,KQ,Value,1,1,2
33,492,1091,Nonmated,KQ,Value,2,2,4
33,529,1092,Nonmated,KQ,Value,1,1,3
33,555,1093,Nonmated,KQ,Value,2,2,4
33,569,1094,Nonmated,KQ,Value,1,1,3
33,582,1095,Nonmated,KQ,Value,2,3,4
33,588,1096,Nonmated,KQ,Value,2,3,4
33,612,1097,Nonmated,KQ,Value,2,3,4
34,10,1098,Mated,KQ,Value,3,5,2
34,10,1099,Mated,KQ,Value,3,5,3
34,24,1100,Nonmated,KQ,Value,2,2,3
34,26,1101,Nonmated,KQ,Value,2,3,3
34,28,1102,Mated,KQ,Value,3,5,3
34,40,1103,Nonmated,KQ,Value,2,3,3
34,40,1104,Nonmated,KQ,Value,1,1,3
34,48,1105,Mated,KQ,Value,2,3,3
34,65,1106,Nonmated,KQ,Value,2,3,3
34,76,1107,Mated,KQ,Value,3,5,3
34,84,1108,Mated,KQ,Value,3,5,3
34,84,1109,Mated,KQ,Value,1,1,3
34,96,1110,Nonmated,KQ,Value,1,1,3
34,108,1111,Nonmated,KQ,Value,2,2,3
34,112,1112,Nonmated,KQ,Value,2,3,3
34,117,1113,Mated,KQ,Value,2,3,3
34,141,1114,Mated,KQ,Value,3,5,3
34,164,1115,Nonmated,KQ,Value,1,1,3
34,175,1116,Nonmated,KQ,Value,2,3,3
34,177,1117,Nonmated,KQ,Value,1,1,2
34,191,1118,Mated,KQ,Value,2,4,3
34,205,1119,Nonmated,KQ,Value,1,1,2
34,213,1120,Nonmated,KQ,Value,1,1,3
34,215,1121,Nonmated,KQ,Value,2,4,3
34,250,1122,Nonmated,KQ,Value,2,3,3
34,295,1123,Mated,KQ,Value,3,5,3
34,324,1124,Mated,KQ,Value,2,2,3
34,328,1125,Mated,KQ,Value,2,3,3
34,341,1126,Nonmated,KQ,Value,2,2,3
34,356,1127,Nonmated,KQ,Value,2,3,3
34,372,1128,Nonmated,KQ,Value,2,2,3
34,375,1129,Mated,KQ,Value,3,5,3
34,385,1130,Nonmated,KQ,Value,1,1,3
34,386,1131,Nonmated,KQ,Value,2,2,3
34,386,1132,Nonmated,KQ,Value,2,3,3
34,395,1133,Mated,KQ,Value,2,3,3
