exID,pairID,responseID,ground_truth,value_decision,response3,response5,response7,reported_difficulty
21,12,1625,Nonmated,1A_Value,1,1,1,4
21,16,1626,Nonmated,1A_Value,2,4,5,3
21,17,1627,Mated,1A_Value,2,4,5,3
21,19,1628,Nonmated,1A_Value,2,4,5,3
21,24,1629,Mated,1A_Value,2,4,5,3
21,192,1630,Mated,1A_Value,2,4,5,4
21,35,1631,Mated,1A_Value,2,4,5,3
21,37,1632,Nonmated,1A_Value,2,4,5,3
21,132,1633,Nonmated,1A_Value,2,4,5,3
21,38,1634,Mated,1A_Value,2,4,5,3
21,40,1635,Mated,1A_Value,1,1,1,4
21,45,1636,Mated,1A_Value,2,4,5,3
21,46,1637,Nonmated,1A_Value,2,4,5,4
21,47,1638,Nonmated,1A_Value,2,4,5,3
21,48,1639,Nonmated,1A_Value,2,4,5,3
21,49,1640,Nonmated,1A_Value,2,4,5,4
21,52,1641,Nonmated,1A_Value,2,2,3,4
21,56,1642,Nonmated,1A_Value,1,1,1,2
21,59,1643,Nonmated,1A_Value,2,4,5,3
21,60,1644,Mated,1A_Value,2,4,5,3
21,62,1645,Nonmated,1A_Value,2,4,5,4
21,65,1646,Nonmated,1A_Value,2,4,5,3
21,69,1647,Mated,1A_Value,2,2,3,4
21,70,1648,Mated,1A_Value,2,4,5,3
21,71,1649,Nonmated,1A_Value,2,2,3,4
21,75,1650,Nonmated,1A_Value,2,2,3,4
21,76,1651,Nonmated,1A_Value,1,1,1,3
21,81,1652,Nonmated,1A_Value,2,4,5,4
21,82,1653,Nonmated,1A_Value,2,4,5,3
21,91,1654,Mated,1A_Value,3,5,7,3
21,106,1655,Nonmated,1A_Value,2,2,2,4
21,112,1656,Mated,1A_Value,2,4,5,3
21,113,1657,Mated,1A_Value,2,4,5,4
21,115,1658,Nonmated,1A_Value,2,2,3,4
21,119,1659,Mated,1A_Value,2,4,6,3
21,122,1660,Nonmated,1A_Value,1,1,1,2
21,123,1661,Nonmated,1A_Value,2,4,5,4
21,126,1662,Nonmated,1A_Value,1,1,1,3
21,128,1663,Nonmated,1A_Value,2,2,3,3
21,129,1664,Nonmated,1A_Value,1,1,1,3
21,130,1665,Mated,1A_Value,2,4,6,3
21,291,1666,Mated,1A_Value,2,4,6,3
21,133,1667,Mated,1A_Value,2,4,6,4
21,143,1668,Mated,1A_Value,2,4,6,4
21,151,1669,Mated,1A_Value,2,4,5,3
21,152,1670,Mated,1A_Value,2,4,6,4
21,154,1671,Nonmated,1A_Value,1,1,1,3
21,155,1672,Mated,1A_Value,2,4,5,3
21,280,1673,Mated,1A_Value,2,4,5,4
21,160,1674,Mated,1A_Value,2,4,6,3
21,161,1675,Nonmated,1A_Value,2,4,5,3
21,162,1676,Mated,1A_Value,2,4,5,4
21,163,1677,Mated,1A_Value,2,4,6,3
21,164,1678,Mated,1A_Value,2,4,6,4
21,171,1679,Mated,1A_Value,2,4,5,3
21,174,1680,Nonmated,1A_Value,1,1,1,3
21,178,1681,Mated,1A_Value,2,4,5,3
21,179,1682,Nonmated,1A_Value,2,2,2,4
21,279,1683,Nonmated,1A_Value,1,1,1,4
21,182,1684,Nonmated,1A_Value,1,1,1,3
21,188,1685,Nonmated,1A_Value,2,4,5,3
21,195,1686,Mated,1A_Value,1,1,1,5
21,202,1687,Nonmated,1A_Value,2,4,5,3
21,203,1688,Nonmated,1A_Value,2,4,5,3
21,207,1689,Nonmated,1A_Value,2,4,5,4
21,209,1690,Nonmated,1A_Value,2,4,5,3
21,285,1691,Nonmated,1A_Value,2,2,3,5
21,212,1692,Mated,1A_Value,2,4,6,3
21,215,1693,Nonmated,1A_Value,2,2,3,3
21,217,1694,Nonmated,1A_Value,1,1,1,3
21,221,1695,Nonmated,1A_Value,2,4,5,3
21,219,1696,Nonmated,1A_Value,2,2,2,5
21,222,1697,Nonmated,1A_Value,2,4,5,3
21,226,1698,Nonmated,1A_Value,2,4,5,3
21,261,1699,Nonmated,1A_Value,2,4,5,4
21,229,1700,Mated,1A_Value,2,4,5,4
21,230,1701,Mated,1A_Value,2,4,5,3
21,272,1702,Mated,1A_Value,2,4,5,3
21,234,1703,Nonmated,1A_Value,2,4,5,3
21,238,1704,Nonmated,1A_Value,1,1,1,3
21,239,1705,Nonmated,1A_Value,2,4,5,3
21,240,1706,Mated,1A_Value,2,4,5,4
21,246,1707,Nonmated,1A_Value,2,2,3,4
21,247,1708,Nonmated,1A_Value,2,4,5,4
21,248,1709,Mated,1A_Value,2,2,3,4
21,257,1710,Nonmated,1A_Value,2,4,5,4
21,258,1711,Mated,1A_Value,2,4,6,3
21,259,1712,Mated,1A_Value,2,4,6,3
21,263,1713,Nonmated,1A_Value,1,1,1,4
21,268,1714,Nonmated,1A_Value,1,1,1,2
21,274,1715,Mated,1A_Value,2,4,5,3
21,276,1716,Nonmated,1B_NoValue,NA,NA,NA,NA
21,284,1717,Nonmated,1A_Value,2,4,5,3
21,295,1718,Nonmated,1A_Value,2,2,3,5
21,296,1719,Nonmated,1A_Value,2,4,5,3
22,2,1720,Nonmated,1A_Value,1,1,1,3
22,5,1721,Nonmated,1A_Value,2,4,5,3
22,8,1722,Nonmated,1A_Value,1,1,1,1
22,9,1723,Mated,1A_Value,2,4,6,2
22,11,1724,Nonmated,1A_Value,1,1,1,4
22,15,1725,Mated,1A_Value,2,4,6,3
22,17,1726,Mated,1A_Value,2,4,5,2
22,25,1727,Mated,1A_Value,2,4,5,5
22,29,1728,Nonmated,1A_Value,1,1,1,2
22,33,1729,Mated,1A_Value,2,4,6,2
22,192,1730,Mated,1A_Value,2,4,6,4
22,35,1731,Mated,1A_Value,2,4,6,3
22,36,1732,Nonmated,1A_Value,2,4,5,4
22,37,1733,Nonmated,1A_Value,2,2,2,3
22,132,1734,Nonmated,1A_Value,1,1,1,4
22,44,1735,Nonmated,1A_Value,1,1,1,3
22,50,1736,Nonmated,1A_Value,1,1,1,2
22,52,1737,Nonmated,1A_Value,1,1,1,1
22,57,1738,Nonmated,1A_Value,1,1,1,1
22,59,1739,Nonmated,1A_Value,2,4,5,2
22,65,1740,Nonmated,1A_Value,2,4,5,2
22,75,1741,Nonmated,1A_Value,1,1,1,2
22,77,1742,Mated,1A_Value,1,1,1,4
22,79,1743,Nonmated,1A_Value,1,1,1,4
22,80,1744,Nonmated,1A_Value,1,1,1,1
22,81,1745,Nonmated,1A_Value,2,2,2,4
22,83,1746,Nonmated,1A_Value,1,1,1,1
22,85,1747,Nonmated,1A_Value,1,1,1,3
22,86,1748,Mated,1A_Value,3,5,7,2
22,89,1749,Nonmated,1A_Value,2,4,5,4
22,90,1750,Nonmated,1A_Value,1,1,1,1
22,94,1751,Mated,1A_Value,2,3,4,5
22,101,1752,Nonmated,1A_Value,1,1,1,1
22,107,1753,Mated,1A_Value,2,4,5,3
22,110,1754,Nonmated,1A_Value,1,1,1,2
22,113,1755,Mated,1A_Value,2,4,5,3
22,114,1756,Nonmated,1A_Value,1,1,1,3
22,118,1757,Nonmated,1A_Value,1,1,1,3
22,122,1758,Nonmated,1A_Value,1,1,1,1
22,123,1759,Nonmated,1A_Value,1,1,1,2
22,128,1760,Nonmated,1A_Value,2,4,5,4
22,130,1761,Mated,1A_Value,2,4,6,4
22,133,1762,Mated,1A_Value,3,5,7,2
22,291,1763,Mated,1A_Value,3,5,7,2
22,134,1764,Nonmated,1A_Value,1,1,1,2
22,140,1765,Nonmated,1A_Value,1,1,1,1
22,142,1766,Mated,1A_Value,2,4,5,4
22,151,1767,Mated,1A_Value,2,4,6,2
22,152,1768,Mated,1A_Value,2,4,6,2
22,280,1769,Mated,1A_Value,2,4,6,4
22,155,1770,Mated,1A_Value,2,4,6,3
22,156,1771,Mated,1A_Value,3,5,7,1
22,160,1772,Mated,1A_Value,2,4,6,2
22,162,1773,Mated,1A_Value,2,4,5,3
22,163,1774,Mated,1A_Value,2,4,6,4
22,165,1775,Nonmated,1A_Value,1,1,1,1
22,170,1776,Mated,1A_Value,2,4,5,3
22,177,1777,Mated,1A_Value,2,4,6,4
22,178,1778,Mated,1A_Value,2,2,2,4
22,179,1779,Nonmated,1A_Value,1,1,1,2
22,279,1780,Nonmated,1A_Value,1,1,1,2
22,186,1781,Nonmated,1A_Value,1,1,1,3
22,187,1782,Nonmated,1A_Value,1,1,1,2
22,191,1783,Nonmated,1A_Value,2,2,2,4
22,202,1784,Nonmated,1A_Value,1,1,1,3
22,203,1785,Nonmated,1A_Value,1,1,1,2
22,207,1786,Nonmated,1A_Value,1,1,1,2
22,285,1787,Nonmated,1A_Value,2,2,2,4
22,209,1788,Nonmated,1A_Value,2,2,2,4
22,214,1789,Nonmated,1A_Value,1,1,1,3
22,215,1790,Nonmated,1A_Value,2,4,5,4
22,219,1791,Nonmated,1A_Value,1,1,1,1
22,221,1792,Nonmated,1A_Value,1,1,1,3
22,226,1793,Nonmated,1A_Value,1,1,1,2
22,261,1794,Nonmated,1A_Value,1,1,1,2
22,227,1795,Nonmated,1A_Value,2,4,5,4
22,272,1796,Mated,1A_Value,3,5,7,4
22,230,1797,Mated,1A_Value,3,5,7,2
22,236,1798,Nonmated,1A_Value,1,1,1,3
22,237,1799,Mated,1A_Value,3,5,7,2
22,238,1800,Nonmated,1A_Value,1,1,1,2
22,239,1801,Nonmated,1A_Value,1,1,1,3
22,240,1802,Mated,1A_Value,2,4,5,3
22,241,1803,Mated,1A_Value,2,4,6,2
22,244,1804,Mated,1A_Value,3,5,7,2
22,245,1805,Mated,1A_Value,3,5,7,2
22,257,1806,Nonmated,1A_Value,2,4,5,5
22,259,1807,Mated,1A_Value,2,4,6,2
22,270,1808,Mated,1A_Value,2,4,5,3
22,271,1809,Nonmated,1A_Value,2,4,5,2
22,273,1810,Nonmated,1A_Value,1,1,1,4
22,277,1811,Nonmated,1A_Value,1,1,1,2
22,284,1812,Nonmated,1A_Value,1,1,1,2
22,287,1813,Mated,1A_Value,2,4,6,3
22,289,1814,Mated,1A_Value,2,4,5,4
22,292,1815,Nonmated,1B_NoValue,NA,NA,NA,NA
22,294,1816,Nonmated,1A_Value,1,1,1,1
22,295,1817,Nonmated,1A_Value,2,4,5,3
22,297,1818,Mated,1A_Value,2,4,5,4
23,4,1819,Mated,1A_Value,2,4,6,3
23,184,1820,Nonmated,1A_Value,1,1,1,3
23,14,1821,Nonmated,1A_Value,1,1,1,4
23,18,1822,Nonmated,1A_Value,2,2,3,3
23,21,1823,Nonmated,1A_Value,1,1,1,3
23,22,1824,Mated,1A_Value,3,5,7,3
23,30,1825,Nonmated,1A_Value,2,2,2,4
23,34,1826,Nonmated,1A_Value,1,1,1,3
23,39,1827,Mated,1A_Value,1,1,1,3
23,41,1828,Nonmated,1A_Value,1,1,1,3
23,78,1829,Nonmated,1A_Value,1,1,1,4
23,220,1830,Mated,1A_Value,3,5,7,3
23,51,1831,Mated,1A_Value,2,2,3,4
23,58,1832,Mated,1A_Value,1,1,1,4
23,66,1833,Mated,1A_Value,2,4,5,4
23,87,1834,Nonmated,1A_Value,1,1,1,3
23,88,1835,Nonmated,1A_Value,2,2,3,3
23,103,1836,Nonmated,1A_Value,1,1,1,2
23,105,1837,Mated,1A_Value,2,4,6,4
23,116,1838,Mated,1A_Value,3,5,7,2
23,117,1839,Nonmated,1A_Value,1,1,1,4
23,275,1840,Nonmated,1A_Value,1,1,1,4
23,125,1841,Mated,1A_Value,2,4,6,4
23,131,1842,Nonmated,1A_Value,1,1,1,4
23,144,1843,Mated,1A_Value,2,4,6,4
23,147,1844,Mated,1A_Value,2,4,5,3
23,149,1845,Mated,1A_Value,2,2,2,4
23,153,1846,Nonmated,1A_Value,1,1,1,3
23,166,1847,Nonmated,1A_Value,1,1,1,4
23,168,1848,Nonmated,1A_Value,1,1,1,3
23,169,1849,Nonmated,1A_Value,2,4,5,3
23,172,1850,Nonmated,1A_Value,2,4,5,3
23,176,1851,Mated,1A_Value,1,1,1,4
23,193,1852,Nonmated,1A_Value,2,2,3,3
23,194,1853,Nonmated,1A_Value,1,1,1,4
23,204,1854,Nonmated,1A_Value,1,1,1,3
23,243,1855,Mated,1A_Value,3,5,7,2
23,253,1856,Nonmated,1A_Value,2,4,5,3
23,262,1857,Nonmated,1A_Value,1,1,1,2
23,265,1858,Nonmated,1A_Value,2,2,2,3
23,283,1859,Nonmated,1A_Value,1,1,1,3
23,286,1860,Nonmated,1A_Value,2,2,3,4
24,1,1861,Mated,1A_Value,3,5,7,2
24,4,1862,Mated,1A_Value,2,4,6,3
24,6,1863,Nonmated,1A_Value,2,2,2,4
24,231,1864,Nonmated,1A_Value,2,2,2,4
24,12,1865,Nonmated,1A_Value,1,1,1,2
24,184,1866,Nonmated,1A_Value,1,1,1,4
24,14,1867,Nonmated,1A_Value,1,1,1,3
24,16,1868,Nonmated,1A_Value,2,2,2,4
24,19,1869,Nonmated,1A_Value,2,2,2,4
24,43,1870,Mated,1A_Value,3,5,7,2
24,22,1871,Mated,1A_Value,3,5,7,3
24,23,1872,Nonmated,1A_Value,1,1,1,1
24,24,1873,Mated,1A_Value,2,4,6,4
24,26,1874,Nonmated,1A_Value,1,1,1,2
24,27,1875,Nonmated,1A_Value,1,1,1,2
24,30,1876,Nonmated,1A_Value,1,1,1,3
24,34,1877,Nonmated,1A_Value,1,1,1,3
24,38,1878,Mated,1A_Value,2,2,2,3
24,39,1879,Mated,1A_Value,2,4,5,3
24,40,1880,Mated,1A_Value,2,2,2,5
24,41,1881,Nonmated,1A_Value,1,1,1,3
24,78,1882,Nonmated,1A_Value,2,2,2,4
24,42,1883,Mated,1A_Value,3,5,7,2
24,220,1884,Mated,1A_Value,3,5,7,2
24,45,1885,Mated,1A_Value,2,2,3,3
24,46,1886,Nonmated,1A_Value,2,2,2,4
24,47,1887,Nonmated,1A_Value,2,4,5,3
24,48,1888,Nonmated,1A_Value,1,1,1,3
24,49,1889,Nonmated,1A_Value,2,2,2,3
24,51,1890,Mated,1A_Value,2,4,5,3
24,56,1891,Nonmated,1A_Value,1,1,1,1
24,58,1892,Mated,1A_Value,2,2,3,4
24,60,1893,Mated,1A_Value,2,4,6,3
24,62,1894,Nonmated,1A_Value,2,4,5,3
24,66,1895,Mated,1A_Value,2,4,6,3
24,67,1896,Mated,1A_Value,2,4,5,3
24,69,1897,Mated,1A_Value,2,2,3,4
24,70,1898,Mated,1A_Value,2,4,6,3
24,71,1899,Nonmated,1A_Value,2,3,4,3
24,76,1900,Nonmated,1A_Value,2,2,2,3
24,82,1901,Nonmated,1A_Value,2,2,2,4
24,87,1902,Nonmated,1A_Value,2,2,2,3
24,91,1903,Mated,1A_Value,3,5,7,2
24,92,1904,Mated,1A_Value,3,5,7,1
24,106,1905,Nonmated,1A_Value,2,2,2,4
24,180,1906,Mated,1A_Value,3,5,7,2
24,111,1907,Mated,1A_Value,3,5,7,2
24,112,1908,Mated,1A_Value,2,4,5,2
24,115,1909,Nonmated,1A_Value,2,2,3,3
24,116,1910,Mated,1A_Value,3,5,7,2
24,117,1911,Nonmated,1A_Value,2,3,4,4
24,119,1912,Mated,1A_Value,2,4,6,4
24,121,1913,Nonmated,1A_Value,2,4,5,3
24,275,1914,Nonmated,1A_Value,2,2,2,3
24,126,1915,Nonmated,1A_Value,1,1,1,3
24,129,1916,Nonmated,1A_Value,2,2,2,3
24,141,1917,Nonmated,1A_Value,1,1,1,1
24,143,1918,Mated,1A_Value,3,5,7,2
24,146,1919,Mated,1A_Value,2,4,5,3
24,147,1920,Mated,1A_Value,3,5,7,3
24,228,1921,Mated,1A_Value,2,4,5,4
24,149,1922,Mated,1A_Value,2,3,4,4
24,154,1923,Nonmated,1A_Value,1,1,1,2
24,157,1924,Nonmated,1A_Value,2,3,4,4
24,161,1925,Nonmated,1A_Value,2,2,2,4
24,164,1926,Mated,1A_Value,3,5,7,3
24,171,1927,Mated,1A_Value,2,4,6,3
24,172,1928,Nonmated,1A_Value,2,4,5,3
24,174,1929,Nonmated,1A_Value,1,1,1,2
24,176,1930,Mated,1A_Value,2,2,3,5
24,182,1931,Nonmated,1A_Value,1,1,1,2
24,183,1932,Nonmated,1A_Value,2,4,5,3
24,188,1933,Nonmated,1A_Value,2,2,3,4
24,189,1934,Nonmated,1A_Value,2,2,2,4
24,196,1935,Nonmated,1A_Value,2,2,2,4
24,190,1936,Nonmated,1A_Value,1,1,1,3
24,195,1937,Mated,1A_Value,1,1,1,3
24,199,1938,Nonmated,1A_Value,2,4,5,4
24,200,1939,Nonmated,1A_Value,1,1,1,2
24,212,1940,Mated,1A_Value,2,4,6,3
24,217,1941,Nonmated,1A_Value,1,1,1,3
24,222,1942,Nonmated,1A_Value,2,2,3,3
24,229,1943,Mated,1A_Value,2,3,4,5
24,233,1944,Nonmated,1A_Value,1,1,1,3
24,235,1945,Nonmated,1A_Value,1,1,1,3
24,234,1946,Nonmated,1A_Value,2,2,2,3
24,246,1947,Nonmated,1A_Value,2,3,4,4
24,247,1948,Nonmated,1A_Value,1,1,1,3
24,248,1949,Mated,1A_Value,2,2,3,3
24,258,1950,Mated,1A_Value,2,4,6,3
24,263,1951,Nonmated,1B_NoValue,NA,NA,NA,NA
24,264,1952,Nonmated,1A_Value,2,2,2,3
24,266,1953,Nonmated,1A_Value,2,2,3,3
24,268,1954,Nonmated,1A_Value,1,1,1,2
24,269,1955,Mated,1A_Value,2,4,5,3
24,274,1956,Mated,1A_Value,2,4,6,3
24,276,1957,Nonmated,1A_Value,2,2,3,4
24,286,1958,Nonmated,1A_Value,2,2,3,3
24,290,1959,Nonmated,1A_Value,2,4,5,4
24,296,1960,Nonmated,1A_Value,2,2,2,3
25,8,1961,Nonmated,1A_Value,1,1,1,2
25,33,1962,Mated,1A_Value,3,5,7,2
25,132,1963,Nonmated,1A_Value,1,1,1,2
25,52,1964,Nonmated,1A_Value,2,4,5,4
25,110,1965,Nonmated,1A_Value,1,1,1,2
25,130,1966,Mated,1A_Value,3,5,7,3
25,134,1967,Nonmated,1A_Value,1,1,1,3
25,142,1968,Mated,1A_Value,2,4,5,4
25,155,1969,Mated,1A_Value,3,5,7,3
25,179,1970,Nonmated,1A_Value,1,1,1,2
25,191,1971,Nonmated,1A_Value,1,1,1,2
25,203,1972,Nonmated,1A_Value,1,1,1,2
25,215,1973,Nonmated,1A_Value,2,4,5,4
25,226,1974,Nonmated,1A_Value,1,1,1,3
25,239,1975,Nonmated,1A_Value,1,1,1,3
25,241,1976,Mated,1A_Value,1,1,1,3
25,244,1977,Mated,1A_Value,3,5,7,2
25,270,1978,Mated,1A_Value,2,4,5,4
25,271,1979,Nonmated,1A_Value,1,1,1,3
25,289,1980,Mated,1A_Value,1,1,1,2
26,4,1981,Mated,1A_Value,3,5,7,4
26,231,1982,Nonmated,1A_Value,2,2,3,3
26,6,1983,Nonmated,1A_Value,2,2,2,3
26,11,1984,Nonmated,1A_Value,1,1,1,3
26,184,1985,Nonmated,1A_Value,1,1,1,3
26,14,1986,Nonmated,1A_Value,2,2,2,3
26,15,1987,Mated,1A_Value,2,2,3,4
26,22,1988,Mated,1A_Value,3,5,7,2
26,43,1989,Mated,1A_Value,3,5,7,3
26,23,1990,Nonmated,1A_Value,1,1,1,1
26,25,1991,Mated,1A_Value,2,2,2,3
26,26,1992,Nonmated,1A_Value,1,1,1,3
26,27,1993,Nonmated,1A_Value,1,1,1,3
26,29,1994,Nonmated,1A_Value,1,1,1,2
26,30,1995,Nonmated,1A_Value,1,1,1,2
26,33,1996,Mated,1A_Value,2,4,5,4
26,34,1997,Nonmated,1A_Value,1,1,1,3
26,36,1998,Nonmated,1A_Value,1,1,1,2
26,39,1999,Mated,1A_Value,2,2,3,3
26,41,2000,Nonmated,1A_Value,2,2,2,2
26,78,2001,Nonmated,1A_Value,2,2,3,3
26,220,2002,Mated,1A_Value,3,5,7,2
26,42,2003,Mated,1A_Value,3,5,7,2
26,44,2004,Nonmated,1A_Value,2,2,3,4
26,50,2005,Nonmated,1A_Value,2,2,3,3
26,51,2006,Mated,1A_Value,1,1,1,3
26,57,2007,Nonmated,1A_Value,1,1,1,2
26,58,2008,Mated,1B_NoValue,NA,NA,NA,NA
26,66,2009,Mated,1A_Value,2,4,6,3
26,67,2010,Mated,1A_Value,2,2,3,3
26,77,2011,Mated,1A_Value,2,4,5,3
26,79,2012,Nonmated,1A_Value,2,2,2,3
26,80,2013,Nonmated,1A_Value,1,1,1,1
26,83,2014,Nonmated,1A_Value,1,1,1,1
26,85,2015,Nonmated,1A_Value,1,1,1,2
26,86,2016,Mated,1A_Value,3,5,7,2
26,87,2017,Nonmated,1A_Value,1,1,1,1
26,89,2018,Nonmated,1A_Value,2,2,3,3
26,90,2019,Nonmated,1A_Value,1,1,1,2
26,92,2020,Mated,1A_Value,3,5,7,2
26,94,2021,Mated,1B_NoValue,NA,NA,NA,NA
26,101,2022,Nonmated,1A_Value,1,1,1,2
26,107,2023,Mated,1A_Value,2,2,3,4
26,110,2024,Nonmated,1A_Value,2,2,2,3
26,111,2025,Mated,1A_Value,3,5,7,2
26,180,2026,Mated,1A_Value,2,4,6,3
26,114,2027,Nonmated,1A_Value,1,1,1,2
26,116,2028,Mated,1A_Value,3,5,7,2
26,117,2029,Nonmated,1A_Value,1,1,1,3
26,118,2030,Nonmated,1A_Value,2,2,2,4
26,275,2031,Nonmated,1A_Value,1,1,1,2
26,121,2032,Nonmated,1A_Value,2,2,2,3
26,134,2033,Nonmated,1A_Value,1,1,1,3
26,140,2034,Nonmated,1A_Value,1,1,1,1
26,141,2035,Nonmated,1A_Value,1,1,1,1
26,142,2036,Mated,1A_Value,2,2,3,3
26,146,2037,Mated,1A_Value,2,2,3,2
26,147,2038,Mated,1A_Value,3,5,7,2
26,149,2039,Mated,1A_Value,2,2,3,4
26,228,2040,Mated,1A_Value,2,2,2,4
26,156,2041,Mated,1A_Value,2,4,6,2
26,157,2042,Nonmated,1A_Value,2,2,3,3
26,165,2043,Nonmated,1A_Value,1,1,1,3
26,170,2044,Mated,1B_NoValue,NA,NA,NA,NA
26,172,2045,Nonmated,1A_Value,2,2,3,3
26,176,2046,Mated,1A_Value,1,1,1,3
26,177,2047,Mated,1A_Value,2,4,6,3
26,183,2048,Nonmated,1A_Value,1,1,1,2
26,186,2049,Nonmated,1A_Value,1,1,1,3
26,187,2050,Nonmated,1A_Value,1,1,1,2
26,196,2051,Nonmated,1A_Value,1,1,1,3
26,189,2052,Nonmated,1A_Value,1,1,1,2
26,190,2053,Nonmated,1A_Value,2,2,3,4
26,191,2054,Nonmated,1A_Value,2,2,3,2
26,199,2055,Nonmated,1A_Value,2,2,2,3
26,200,2056,Nonmated,1A_Value,1,1,1,1
26,214,2057,Nonmated,1A_Value,1,1,1,3
26,227,2058,Nonmated,1A_Value,2,2,3,2
26,235,2059,Nonmated,1A_Value,1,1,1,2
26,233,2060,Nonmated,1A_Value,1,1,1,2
26,236,2061,Nonmated,1A_Value,2,2,3,3
26,237,2062,Mated,1A_Value,3,5,7,2
26,241,2063,Mated,1A_Value,1,1,1,2
26,244,2064,Mated,1A_Value,3,5,7,2
26,245,2065,Mated,1A_Value,2,4,6,3
26,264,2066,Nonmated,1A_Value,1,1,1,3
26,266,2067,Nonmated,1A_Value,2,2,3,3
26,269,2068,Mated,1A_Value,2,2,3,3
26,270,2069,Mated,1A_Value,2,4,6,3
26,271,2070,Nonmated,1A_Value,2,4,5,2
26,273,2071,Nonmated,1A_Value,2,2,2,3
26,277,2072,Nonmated,1A_Value,1,1,1,1
26,286,2073,Nonmated,1A_Value,2,2,3,3
26,287,2074,Mated,1A_Value,3,5,7,4
26,289,2075,Mated,1A_Value,3,5,7,3
26,290,2076,Nonmated,1B_NoValue,NA,NA,NA,NA
26,292,2077,Nonmated,1B_NoValue,NA,NA,NA,NA
26,294,2078,Nonmated,1A_Value,1,1,1,1
26,297,2079,Mated,1A_Value,2,4,5,2
27,3,2080,Mated,1A_Value,1,1,1,4
27,223,2081,Mated,1A_Value,2,4,5,4
27,7,2082,Mated,1A_Value,2,2,2,5
27,10,2083,Nonmated,1A_Value,1,1,1,3
27,11,2084,Nonmated,1A_Value,1,1,1,5
27,15,2085,Mated,1A_Value,2,4,5,2
27,20,2086,Nonmated,1A_Value,2,2,3,3
27,104,2087,Nonmated,1A_Value,2,2,3,5
27,25,2088,Mated,1A_Value,2,4,5,4
27,29,2089,Nonmated,1A_Value,1,1,1,3
27,32,2090,Mated,1A_Value,3,5,7,3
27,33,2091,Mated,1A_Value,2,4,5,3
27,36,2092,Nonmated,1A_Value,2,4,5,4
27,44,2093,Nonmated,1A_Value,2,2,2,4
27,50,2094,Nonmated,1A_Value,2,2,2,4
27,53,2095,Nonmated,1B_NoValue,NA,NA,NA,NA
27,57,2096,Nonmated,1A_Value,1,1,1,1
27,61,2097,Mated,1A_Value,2,4,5,3
27,63,2098,Nonmated,1A_Value,1,1,1,2
27,68,2099,Mated,1A_Value,3,5,7,3
27,225,2100,Mated,1A_Value,3,5,7,2
27,145,2101,Nonmated,1A_Value,2,2,3,3
27,72,2102,Nonmated,1A_Value,2,4,5,4
27,73,2103,Nonmated,1A_Value,2,2,2,4
27,77,2104,Mated,1A_Value,2,2,3,3
27,79,2105,Nonmated,1A_Value,2,2,3,4
27,80,2106,Nonmated,1A_Value,1,1,1,1
27,83,2107,Nonmated,1A_Value,1,1,1,2
27,85,2108,Nonmated,1A_Value,1,1,1,3
27,86,2109,Mated,1A_Value,3,5,7,2
27,89,2110,Nonmated,1A_Value,2,2,3,5
27,90,2111,Nonmated,1A_Value,1,1,1,2
27,93,2112,Nonmated,1A_Value,1,1,1,4
27,94,2113,Mated,1B_NoValue,NA,NA,NA,NA
27,95,2114,Nonmated,1A_Value,2,2,3,5
27,96,2115,Mated,1A_Value,2,4,6,4
27,98,2116,Nonmated,1A_Value,2,2,3,3
27,99,2117,Nonmated,1A_Value,2,2,3,3
27,208,2118,Nonmated,1A_Value,2,4,5,2
27,100,2119,Mated,1A_Value,2,4,6,3
27,255,2120,Mated,1A_Value,2,4,5,3
27,101,2121,Nonmated,1A_Value,1,1,1,3
27,251,2122,Mated,1A_Value,3,5,7,3
27,102,2123,Mated,1A_Value,3,5,7,2
27,107,2124,Mated,1A_Value,2,4,6,3
27,108,2125,Nonmated,1A_Value,2,4,5,4
27,136,2126,Nonmated,1A_Value,2,2,3,3
27,110,2127,Nonmated,1A_Value,2,3,4,4
27,114,2128,Nonmated,1A_Value,2,4,6,4
27,118,2129,Nonmated,1A_Value,1,1,1,4
27,120,2130,Nonmated,1A_Value,1,1,1,2
27,124,2131,Nonmated,1A_Value,2,3,4,4
27,134,2132,Nonmated,1A_Value,1,1,1,3
27,139,2133,Nonmated,1A_Value,1,1,1,1
27,140,2134,Nonmated,1A_Value,1,1,1,2
27,142,2135,Mated,1A_Value,2,4,6,3
27,148,2136,Mated,1A_Value,2,2,3,5
27,156,2137,Mated,1A_Value,3,5,7,2
27,158,2138,Mated,1A_Value,2,2,3,2
27,159,2139,Nonmated,1A_Value,2,4,5,3
27,165,2140,Nonmated,1A_Value,1,1,1,2
27,170,2141,Mated,1A_Value,2,2,3,4
27,173,2142,Nonmated,1A_Value,1,1,1,2
27,175,2143,Nonmated,1A_Value,1,1,1,4
27,177,2144,Mated,1A_Value,1,1,1,3
27,181,2145,Mated,1A_Value,2,2,3,3
27,185,2146,Mated,1A_Value,2,2,3,4
27,186,2147,Nonmated,1A_Value,1,1,1,5
27,187,2148,Nonmated,1A_Value,1,1,1,3
27,191,2149,Nonmated,1A_Value,2,2,3,3
27,201,2150,Nonmated,1A_Value,1,1,1,3
27,210,2151,Nonmated,1A_Value,2,4,5,3
27,211,2152,Mated,1A_Value,2,2,3,4
27,216,2153,Nonmated,1A_Value,1,1,1,4
27,213,2154,Nonmated,1A_Value,2,2,3,4
